iter,barcode_tot,n_barcodes,correlation,n_variants
15,5,3,0.9479830582197984,40
16,5,3,0.9319067898951862,40
17,5,3,0.9257174671588114,40
18,5,3,0.936859560600406,40
19,5,3,0.9593251695017112,40
20,5,3,0.9413936437517748,40
21,5,3,0.9356100194032528,40
22,5,3,0.9247326692919844,40
23,5,3,0.9330238998727026,40
24,5,3,0.9322929447593458,40
25,5,3,0.9518922300026696,40
26,5,3,0.9382547323330244,40
27,5,3,0.9493080559440232,40
28,5,3,0.9417028739679012,40
29,5,3,0.959100307666893,40
30,5,3,0.9339790654531716,40
31,5,3,0.9160609847129316,40
32,5,3,0.9384584308970472,40
33,5,3,0.9599015854168566,40
34,5,3,0.9441887367553546,40
35,5,3,0.93411996513893,40
36,5,3,0.9331431574295316,40
37,5,3,0.9620553433987684,40
38,5,3,0.9256210987232112,40
39,5,3,0.9540612641572154,40
40,5,3,0.9544910242749988,40
41,5,3,0.9240771819245256,40
42,5,3,0.9466103414761232,40
43,5,3,0.961036626012445,40
44,5,3,0.9246542732935076,40
45,5,3,0.9398945470851908,40
46,5,3,0.932348215224272,40
47,5,3,0.9428225372080714,40
48,5,3,0.957942688482294,40
49,5,3,0.9436701282591282,40
50,5,3,0.9341559454715967,40
51,5,3,0.9577554748111076,40
52,5,3,0.9230332000652276,40
53,5,3,0.9504925585044384,40
54,5,3,0.9636042792616326,40
55,5,3,0.933624659512196,40
56,5,3,0.9309918677054688,40
57,5,3,0.939631217309807,40
58,5,3,0.9264975713672589,40
59,5,3,0.9248037777192066,40
60,5,3,0.9551543038106948,40
61,5,3,0.9657824620443444,40
62,5,3,0.9432772346122468,40
63,5,3,0.9218847331815144,40
64,5,3,0.9391166470652256,40
65,5,3,0.93843280027141,40
66,5,3,0.966859011688878,40
67,5,3,0.9508788894398508,40
68,5,3,0.9643579853050256,40
69,5,3,0.9526001875390684,40
70,5,3,0.9453488035507492,40
71,5,3,0.9200289913410572,40
72,5,3,0.942158811367651,40
73,5,3,0.9513193388996484,40
74,5,3,0.9421336521150814,40
75,5,3,0.9272973928792714,40
76,5,3,0.949541355993302,40
77,5,3,0.9270715314892016,40
78,5,3,0.9527829743421526,40
79,5,3,0.9416952790842588,40
80,5,3,0.9625077091790424,40
81,5,3,0.9377009245628032,40
82,5,3,0.9211458968491116,40
83,5,3,0.9207188597787964,40
84,5,3,0.9358469582687924,40
85,5,3,0.9544193209529768,40
86,5,3,0.942547400845209,40
87,5,3,0.9373427971679816,40
88,5,3,0.9518050529086286,40
89,5,3,0.9542877739290268,40
90,5,3,0.9515437767178396,40
91,5,3,0.9244544222721456,40
92,5,3,0.9348013750920158,40
93,5,3,0.9206924945737424,40
94,5,3,0.9543009536173558,40
95,5,3,0.9171461312292544,40
96,5,3,0.9302129047572528,40
97,5,3,0.9304323262104096,40
98,5,3,0.9506637466234416,40
99,5,3,0.9476239156546896,40
0,5,4,0.9393713254065575,40
1,5,4,0.9518389603897726,40
2,5,4,0.9369197712390852,40
3,5,4,0.9654691407536506,40
4,5,4,0.9446013568757784,40
5,5,4,0.9319289109949694,40
6,5,4,0.9594108600127692,40
7,5,4,0.950989228509,40
8,5,4,0.9488663195853974,40
9,5,4,0.9377932001746148,40
10,5,4,0.9574693963576364,40
11,5,4,0.945959096882027,40
12,5,4,0.9610649678071228,40
13,5,4,0.9500867043829216,40
14,5,4,0.958014786191428,40
15,5,4,0.933637220139548,40
16,5,4,0.9462797339728748,40
17,5,4,0.9561433151889784,40
18,5,4,0.964932494256101,40
19,5,4,0.9356856590317864,40
20,5,4,0.9486550853652976,40
21,5,4,0.9345607756060328,40
22,5,4,0.93906133354361,40
23,5,4,0.960023553245032,40
24,5,4,0.9391035489701876,40
25,5,4,0.9385591585333,40
26,5,4,0.9460238200437526,40
27,5,4,0.9367460617645466,40
28,5,4,0.9524568683007356,40
29,5,4,0.9509173405674668,40
30,5,4,0.9573777038841084,40
31,5,4,0.9474282852017314,40
32,5,4,0.9622963142355996,40
33,5,4,0.9489900064626352,40
34,5,4,0.939393714581414,40
35,5,4,0.9560402086908696,40
36,5,4,0.9539692817996372,40
37,5,4,0.9527245815504576,40
38,5,4,0.9428888540811118,40
39,5,4,0.9422312484322618,40
40,5,4,0.9444984675319618,40
41,5,4,0.9430062654751687,40
42,5,4,0.9415460559816662,40
43,5,4,0.9352259918068356,40
44,5,4,0.9407410576603048,40
45,5,4,0.955127057935348,40
46,5,4,0.9538938188710836,40
47,5,4,0.9546514022749027,40
48,5,4,0.9590026723405036,40
49,5,4,0.9557546921533092,40
50,5,4,0.9570075986391464,40
51,5,4,0.9345319939974268,40
52,5,4,0.95121811785303,40
53,5,4,0.9574394274473746,40
54,5,4,0.9466172954755072,40
55,5,4,0.947567513817078,40
56,5,4,0.9531788475515774,40
57,5,4,0.9431239057357792,40
58,5,4,0.9395040099096104,40
59,5,4,0.9434446086189464,40
60,5,4,0.948593231602348,40
61,5,4,0.940299316655308,40
62,5,4,0.9514605977787528,40
63,5,4,0.9440715382306916,40
64,5,4,0.9370950000863276,40
65,5,4,0.961205389820232,40
66,5,4,0.9482527976256104,40
67,5,4,0.9504032688666404,40
68,5,4,0.954007366116256,40
69,5,4,0.9355119888433716,40
70,5,4,0.9524378320224,40
71,5,4,0.9472602128753272,40
72,5,4,0.9564440809906,40
73,5,4,0.9474787380769758,40
74,5,4,0.947986988620622,40
75,5,4,0.9473234750523704,40
76,5,4,0.9397914644417654,40
77,5,4,0.9452437890950912,40
78,5,4,0.9511360867250208,40
79,5,4,0.9432310005047784,40
80,5,4,0.9482175756906942,40
81,5,4,0.9554862158126745,40
82,5,4,0.9472480461642118,40
83,5,4,0.9534305705360204,40
84,5,4,0.9543684715452792,40
85,5,4,0.9537298784581588,40
86,5,4,0.9357787586612276,40
87,5,4,0.9462062782889124,40
88,5,4,0.9559059414600898,40
89,5,4,0.9440015427312188,40
90,5,4,0.9527047028277736,40
91,5,4,0.953468606722314,40
92,5,4,0.961847061347752,40
93,5,4,0.944058366700634,40
94,5,4,0.9440512049339692,40
95,5,4,0.9362927868540016,40
96,5,4,0.9367699682883688,40
97,5,4,0.936889280279692,40
98,5,4,0.95888884873052,40
99,5,4,0.9615082768846128,40
0,5,5,0.9488297600664828,40
1,5,5,0.9488297600664828,40
2,5,5,0.9488297600664828,40
3,5,5,0.9488297600664828,40
4,5,5,0.9488297600664828,40
5,5,5,0.9488297600664828,40
6,5,5,0.9488297600664828,40
7,5,5,0.9488297600664828,40
8,5,5,0.9488297600664828,40
9,5,5,0.9488297600664828,40
10,5,5,0.9488297600664828,40
11,5,5,0.9488297600664828,40
12,5,5,0.9488297600664828,40
13,5,5,0.9488297600664828,40
14,5,5,0.9488297600664828,40
15,5,5,0.9488297600664828,40
16,5,5,0.9488297600664828,40
17,5,5,0.9488297600664828,40
18,5,5,0.9488297600664828,40
19,5,5,0.9488297600664828,40
20,5,5,0.9488297600664828,40
21,5,5,0.9488297600664828,40
22,5,5,0.9488297600664828,40
23,5,5,0.9488297600664828,40
24,5,5,0.9488297600664828,40
25,5,5,0.9488297600664828,40
26,5,5,0.9488297600664828,40
27,5,5,0.9488297600664828,40
28,5,5,0.9488297600664828,40
29,5,5,0.9488297600664828,40
30,5,5,0.9488297600664828,40
31,5,5,0.9488297600664828,40
32,5,5,0.9488297600664828,40
33,5,5,0.9488297600664828,40
34,5,5,0.9488297600664828,40
35,5,5,0.9488297600664828,40
36,5,5,0.9488297600664828,40
37,5,5,0.9488297600664828,40
38,5,5,0.9488297600664828,40
39,5,5,0.9488297600664828,40
40,5,5,0.9488297600664828,40
41,5,5,0.9488297600664828,40
42,5,5,0.9488297600664828,40
43,5,5,0.9488297600664828,40
44,5,5,0.9488297600664828,40
45,5,5,0.9488297600664828,40
46,5,5,0.9488297600664828,40
47,5,5,0.9488297600664828,40
48,5,5,0.9488297600664828,40
49,5,5,0.9488297600664828,40
50,5,5,0.9488297600664828,40
51,5,5,0.9488297600664828,40
52,5,5,0.9488297600664828,40
53,5,5,0.9488297600664828,40
54,5,5,0.9488297600664828,40
55,5,5,0.9488297600664828,40
56,5,5,0.9488297600664828,40
57,5,5,0.9488297600664828,40
58,5,5,0.9488297600664828,40
59,5,5,0.9488297600664828,40
60,5,5,0.9488297600664828,40
61,5,5,0.9488297600664828,40
62,5,5,0.9488297600664828,40
63,5,5,0.9488297600664828,40
64,5,5,0.9488297600664828,40
65,5,5,0.9488297600664828,40
66,5,5,0.9488297600664828,40
67,5,5,0.9488297600664828,40
68,5,5,0.9488297600664828,40
69,5,5,0.9488297600664828,40
70,5,5,0.9488297600664828,40
71,5,5,0.9488297600664828,40
72,5,5,0.9488297600664828,40
73,5,5,0.9488297600664828,40
74,5,5,0.9488297600664828,40
75,5,5,0.9488297600664828,40
76,5,5,0.9488297600664828,40
77,5,5,0.9488297600664828,40
78,5,5,0.9488297600664828,40
79,5,5,0.9488297600664828,40
80,5,5,0.9488297600664828,40
81,5,5,0.9488297600664828,40
82,5,5,0.9488297600664828,40
83,5,5,0.9488297600664828,40
84,5,5,0.9488297600664828,40
85,5,5,0.9488297600664828,40
86,5,5,0.9488297600664828,40
87,5,5,0.9488297600664828,40
88,5,5,0.9488297600664828,40
89,5,5,0.9488297600664828,40
90,5,5,0.9488297600664828,40
91,5,5,0.9488297600664828,40
92,5,5,0.9488297600664828,40
93,5,5,0.9488297600664828,40
94,5,5,0.9488297600664828,40
95,5,5,0.9488297600664828,40
96,5,5,0.9488297600664828,40
97,5,5,0.9488297600664828,40
98,5,5,0.9488297600664828,40
99,5,5,0.9488297600664828,40
0,5,6,,40
1,5,6,,40
2,5,6,,40
3,5,6,,40
4,5,6,,40
5,5,6,,40
6,5,6,,40
7,5,6,,40
8,5,6,,40
9,5,6,,40
10,5,6,,40
11,5,6,,40
12,5,6,,40
13,5,6,,40
14,5,6,,40
15,5,6,,40
16,5,6,,40
17,5,6,,40
18,5,6,,40
19,5,6,,40
20,5,6,,40
21,5,6,,40
22,5,6,,40
23,5,6,,40
24,5,6,,40
25,5,6,,40
26,5,6,,40
27,5,6,,40
28,5,6,,40
29,5,6,,40
30,5,6,,40
31,5,6,,40
32,5,6,,40
33,5,6,,40
34,5,6,,40
35,5,6,,40
36,5,6,,40
37,5,6,,40
38,5,6,,40
39,5,6,,40
40,5,6,,40
41,5,6,,40
42,5,6,,40
43,5,6,,40
44,5,6,,40
45,5,6,,40
46,5,6,,40
47,5,6,,40
48,5,6,,40
49,5,6,,40
50,5,6,,40
51,5,6,,40
52,5,6,,40
53,5,6,,40
54,5,6,,40
55,5,6,,40
56,5,6,,40
57,5,6,,40
58,5,6,,40
59,5,6,,40
60,5,6,,40
61,5,6,,40
62,5,6,,40
63,5,6,,40
64,5,6,,40
65,5,6,,40
66,5,6,,40
67,5,6,,40
68,5,6,,40
69,5,6,,40
70,5,6,,40
71,5,6,,40
72,5,6,,40
73,5,6,,40
74,5,6,,40
75,5,6,,40
76,5,6,,40
77,5,6,,40
78,5,6,,40
79,5,6,,40
80,5,6,,40
81,5,6,,40
82,5,6,,40
83,5,6,,40
84,5,6,,40
85,5,6,,40
86,5,6,,40
87,5,6,,40
88,5,6,,40
89,5,6,,40
90,5,6,,40
91,5,6,,40
92,5,6,,40
93,5,6,,40
94,5,6,,40
95,5,6,,40
96,5,6,,40
97,5,6,,40
98,5,6,,40
99,5,6,,40
0,5,7,,40
1,5,7,,40
2,5,7,,40
3,5,7,,40
4,5,7,,40
5,5,7,,40
6,5,7,,40
7,5,7,,40
8,5,7,,40
9,5,7,,40
10,5,7,,40
11,5,7,,40
12,5,7,,40
13,5,7,,40
14,5,7,,40
15,5,7,,40
16,5,7,,40
17,5,7,,40
18,5,7,,40
19,5,7,,40
20,5,7,,40
21,5,7,,40
22,5,7,,40
23,5,7,,40
24,5,7,,40
25,5,7,,40
26,5,7,,40
27,5,7,,40
28,5,7,,40
29,5,7,,40
30,5,7,,40
31,5,7,,40
32,5,7,,40
33,5,7,,40
34,5,7,,40
35,5,7,,40
36,5,7,,40
37,5,7,,40
38,5,7,,40
39,5,7,,40
40,5,7,,40
41,5,7,,40
42,5,7,,40
43,5,7,,40
44,5,7,,40
45,5,7,,40
46,5,7,,40
47,5,7,,40
48,5,7,,40
49,5,7,,40
50,5,7,,40
51,5,7,,40
52,5,7,,40
53,5,7,,40
54,5,7,,40
55,5,7,,40
56,5,7,,40
57,5,7,,40
58,5,7,,40
59,5,7,,40
60,5,7,,40
61,5,7,,40
62,5,7,,40
63,5,7,,40
64,5,7,,40
65,5,7,,40
66,5,7,,40
67,5,7,,40
68,5,7,,40
69,5,7,,40
70,5,7,,40
71,5,7,,40
72,5,7,,40
73,5,7,,40
74,5,7,,40
75,5,7,,40
76,5,7,,40
77,5,7,,40
78,5,7,,40
79,5,7,,40
80,5,7,,40
81,5,7,,40
82,5,7,,40
83,5,7,,40
84,5,7,,40
85,5,7,,40
86,5,7,,40
87,5,7,,40
88,5,7,,40
89,5,7,,40
90,5,7,,40
91,5,7,,40
92,5,7,,40
93,5,7,,40
94,5,7,,40
95,5,7,,40
96,5,7,,40
97,5,7,,40
98,5,7,,40
99,5,7,,40
0,5,8,,40
1,5,8,,40
2,5,8,,40
3,5,8,,40
4,5,8,,40
5,5,8,,40
6,5,8,,40
7,5,8,,40
8,5,8,,40
9,5,8,,40
10,5,8,,40
11,5,8,,40
12,5,8,,40
13,5,8,,40
14,5,8,,40
15,5,8,,40
16,5,8,,40
17,5,8,,40
18,5,8,,40
19,5,8,,40
20,5,8,,40
21,5,8,,40
22,5,8,,40
23,5,8,,40
24,5,8,,40
25,5,8,,40
26,5,8,,40
27,5,8,,40
28,5,8,,40
29,5,8,,40
30,5,8,,40
31,5,8,,40
32,5,8,,40
33,5,8,,40
34,5,8,,40
35,5,8,,40
36,5,8,,40
37,5,8,,40
38,5,8,,40
39,5,8,,40
40,5,8,,40
41,5,8,,40
42,5,8,,40
43,5,8,,40
44,5,8,,40
45,5,8,,40
46,5,8,,40
47,5,8,,40
48,5,8,,40
49,5,8,,40
50,5,8,,40
51,5,8,,40
52,5,8,,40
53,5,8,,40
54,5,8,,40
55,5,8,,40
56,5,8,,40
57,5,8,,40
58,5,8,,40
59,5,8,,40
60,5,8,,40
61,5,8,,40
62,5,8,,40
63,5,8,,40
64,5,8,,40
65,5,8,,40
66,5,8,,40
67,5,8,,40
68,5,8,,40
69,5,8,,40
70,5,8,,40
71,5,8,,40
72,5,8,,40
73,5,8,,40
74,5,8,,40
75,5,8,,40
76,5,8,,40
77,5,8,,40
78,5,8,,40
79,5,8,,40
80,5,8,,40
81,5,8,,40
82,5,8,,40
83,5,8,,40
84,5,8,,40
85,5,8,,40
86,5,8,,40
87,5,8,,40
88,5,8,,40
89,5,8,,40
90,5,8,,40
91,5,8,,40
92,5,8,,40
93,5,8,,40
94,5,8,,40
95,5,8,,40
96,5,8,,40
97,5,8,,40
98,5,8,,40
99,5,8,,40
0,5,9,,40
1,5,9,,40
2,5,9,,40
3,5,9,,40
4,5,9,,40
5,5,9,,40
6,5,9,,40
7,5,9,,40
8,5,9,,40
9,5,9,,40
10,5,9,,40
11,5,9,,40
12,5,9,,40
13,5,9,,40
14,5,9,,40
15,5,9,,40
16,5,9,,40
17,5,9,,40
18,5,9,,40
19,5,9,,40
20,5,9,,40
21,5,9,,40
22,5,9,,40
23,5,9,,40
24,5,9,,40
25,5,9,,40
26,5,9,,40
27,5,9,,40
28,5,9,,40
29,5,9,,40
30,5,9,,40
31,5,9,,40
32,5,9,,40
33,5,9,,40
34,5,9,,40
35,5,9,,40
36,5,9,,40
37,5,9,,40
38,5,9,,40
39,5,9,,40
40,5,9,,40
41,5,9,,40
42,5,9,,40
43,5,9,,40
44,5,9,,40
45,5,9,,40
46,5,9,,40
47,5,9,,40
48,5,9,,40
49,5,9,,40
50,5,9,,40
51,5,9,,40
52,5,9,,40
53,5,9,,40
54,5,9,,40
55,5,9,,40
56,5,9,,40
57,5,9,,40
58,5,9,,40
59,5,9,,40
60,5,9,,40
61,5,9,,40
62,5,9,,40
63,5,9,,40
64,5,9,,40
65,5,9,,40
66,5,9,,40
67,5,9,,40
68,5,9,,40
69,5,9,,40
70,5,9,,40
71,5,9,,40
72,5,9,,40
73,5,9,,40
74,5,9,,40
75,5,9,,40
76,5,9,,40
77,5,9,,40
78,5,9,,40
79,5,9,,40
80,5,9,,40
81,5,9,,40
82,5,9,,40
83,5,9,,40
84,5,9,,40
85,5,9,,40
86,5,9,,40
87,5,9,,40
88,5,9,,40
89,5,9,,40
90,5,9,,40
91,5,9,,40
92,5,9,,40
93,5,9,,40
94,5,9,,40
95,5,9,,40
96,5,9,,40
97,5,9,,40
98,5,9,,40
99,5,9,,40
0,5,10,,40
1,5,10,,40
2,5,10,,40
3,5,10,,40
4,5,10,,40
5,5,10,,40
6,5,10,,40
7,5,10,,40
8,5,10,,40
9,5,10,,40
10,5,10,,40
11,5,10,,40
12,5,10,,40
13,5,10,,40
14,5,10,,40
15,5,10,,40
16,5,10,,40
17,5,10,,40
18,5,10,,40
19,5,10,,40
20,5,10,,40
21,5,10,,40
22,5,10,,40
23,5,10,,40
24,5,10,,40
25,5,10,,40
26,5,10,,40
27,5,10,,40
28,5,10,,40
29,5,10,,40
30,5,10,,40
31,5,10,,40
32,5,10,,40
33,5,10,,40
34,5,10,,40
35,5,10,,40
36,5,10,,40
37,5,10,,40
38,5,10,,40
39,5,10,,40
40,5,10,,40
41,5,10,,40
42,5,10,,40
43,5,10,,40
44,5,10,,40
45,5,10,,40
46,5,10,,40
47,5,10,,40
48,5,10,,40
49,5,10,,40
50,5,10,,40
51,5,10,,40
52,5,10,,40
53,5,10,,40
54,5,10,,40
55,5,10,,40
56,5,10,,40
57,5,10,,40
58,5,10,,40
59,5,10,,40
60,5,10,,40
61,5,10,,40
62,5,10,,40
63,5,10,,40
64,5,10,,40
65,5,10,,40
66,5,10,,40
67,5,10,,40
68,5,10,,40
69,5,10,,40
70,5,10,,40
71,5,10,,40
72,5,10,,40
73,5,10,,40
74,5,10,,40
75,5,10,,40
76,5,10,,40
77,5,10,,40
78,5,10,,40
79,5,10,,40
80,5,10,,40
81,5,10,,40
82,5,10,,40
83,5,10,,40
84,5,10,,40
85,5,10,,40
86,5,10,,40
87,5,10,,40
88,5,10,,40
89,5,10,,40
90,5,10,,40
91,5,10,,40
92,5,10,,40
93,5,10,,40
94,5,10,,40
95,5,10,,40
96,5,10,,40
97,5,10,,40
98,5,10,,40
99,5,10,,40
0,5,11,,40
1,5,11,,40
2,5,11,,40
3,5,11,,40
4,5,11,,40
5,5,11,,40
6,5,11,,40
7,5,11,,40
8,5,11,,40
9,5,11,,40
10,5,11,,40
11,5,11,,40
12,5,11,,40
13,5,11,,40
14,5,11,,40
15,5,11,,40
16,5,11,,40
17,5,11,,40
18,5,11,,40
19,5,11,,40
20,5,11,,40
21,5,11,,40
22,5,11,,40
23,5,11,,40
24,5,11,,40
25,5,11,,40
26,5,11,,40
27,5,11,,40
28,5,11,,40
29,5,11,,40
30,5,11,,40
31,5,11,,40
32,5,11,,40
33,5,11,,40
34,5,11,,40
35,5,11,,40
36,5,11,,40
37,5,11,,40
38,5,11,,40
39,5,11,,40
40,5,11,,40
41,5,11,,40
42,5,11,,40
43,5,11,,40
44,5,11,,40
45,5,11,,40
46,5,11,,40
47,5,11,,40
48,5,11,,40
49,5,11,,40
50,5,11,,40
51,5,11,,40
52,5,11,,40
53,5,11,,40
54,5,11,,40
55,5,11,,40
56,5,11,,40
57,5,11,,40
58,5,11,,40
59,5,11,,40
60,5,11,,40
61,5,11,,40
62,5,11,,40
63,5,11,,40
64,5,11,,40
65,5,11,,40
66,5,11,,40
67,5,11,,40
68,5,11,,40
69,5,11,,40
70,5,11,,40
71,5,11,,40
72,5,11,,40
73,5,11,,40
74,5,11,,40
75,5,11,,40
76,5,11,,40
77,5,11,,40
78,5,11,,40
79,5,11,,40
80,5,11,,40
81,5,11,,40
82,5,11,,40
83,5,11,,40
84,5,11,,40
85,5,11,,40
86,5,11,,40
87,5,11,,40
88,5,11,,40
89,5,11,,40
90,5,11,,40
91,5,11,,40
92,5,11,,40
93,5,11,,40
94,5,11,,40
95,5,11,,40
96,5,11,,40
97,5,11,,40
98,5,11,,40
99,5,11,,40
0,5,12,,40
1,5,12,,40
2,5,12,,40
3,5,12,,40
4,5,12,,40
5,5,12,,40
6,5,12,,40
7,5,12,,40
8,5,12,,40
9,5,12,,40
10,5,12,,40
11,5,12,,40
12,5,12,,40
