,iter,barcode_tot,n_barcodes,correlation,n_variants
349,49,5,4,0.9557546921533092,40
350,50,5,4,0.9570075986391463,40
351,51,5,4,0.9345319939974268,40
352,52,5,4,0.9512181178530299,40
353,53,5,4,0.9574394274473746,40
354,54,5,4,0.9466172954755072,40
355,55,5,4,0.947567513817078,40
356,56,5,4,0.9531788475515774,40
357,57,5,4,0.9431239057357793,40
358,58,5,4,0.9395040099096104,40
359,59,5,4,0.9434446086189465,40
360,60,5,4,0.9485932316023481,40
361,61,5,4,0.940299316655308,40
362,62,5,4,0.9514605977787528,40
363,63,5,4,0.9440715382306915,40
364,64,5,4,0.9370950000863277,40
365,65,5,4,0.9612053898202321,40
366,66,5,4,0.9482527976256105,40
367,67,5,4,0.9504032688666404,40
368,68,5,4,0.9540073661162561,40
369,69,5,4,0.9355119888433717,40
370,70,5,4,0.9524378320224001,40
371,71,5,4,0.9472602128753272,40
372,72,5,4,0.9564440809906001,40
373,73,5,4,0.9474787380769758,40
374,74,5,4,0.947986988620622,40
375,75,5,4,0.9473234750523704,40
376,76,5,4,0.9397914644417654,40
377,77,5,4,0.9452437890950913,40
378,78,5,4,0.9511360867250207,40
379,79,5,4,0.9432310005047784,40
380,80,5,4,0.9482175756906942,40
381,81,5,4,0.9554862158126743,40
382,82,5,4,0.9472480461642118,40
383,83,5,4,0.9534305705360203,40
384,84,5,4,0.9543684715452792,40
385,85,5,4,0.9537298784581587,40
386,86,5,4,0.9357787586612277,40
387,87,5,4,0.9462062782889125,40
388,88,5,4,0.9559059414600898,40
389,89,5,4,0.9440015427312188,40
390,90,5,4,0.9527047028277735,40
391,91,5,4,0.953468606722314,40
392,92,5,4,0.9618470613477519,40
393,93,5,4,0.9440583667006339,40
394,94,5,4,0.9440512049339691,40
395,95,5,4,0.9362927868540017,40
396,96,5,4,0.9367699682883689,40
397,97,5,4,0.936889280279692,40
398,98,5,4,0.9588888487305199,40
399,99,5,4,0.9615082768846129,40
400,0,5,5,0.9488297600664829,40
401,1,5,5,0.9488297600664829,40
402,2,5,5,0.9488297600664829,40
403,3,5,5,0.9488297600664829,40
404,4,5,5,0.9488297600664829,40
405,5,5,5,0.9488297600664829,40
406,6,5,5,0.9488297600664829,40
407,7,5,5,0.9488297600664829,40
408,8,5,5,0.9488297600664829,40
409,9,5,5,0.9488297600664829,40
410,10,5,5,0.9488297600664829,40
411,11,5,5,0.9488297600664829,40
412,12,5,5,0.9488297600664829,40
413,13,5,5,0.9488297600664829,40
414,14,5,5,0.9488297600664829,40
415,15,5,5,0.9488297600664829,40
416,16,5,5,0.9488297600664829,40
417,17,5,5,0.9488297600664829,40
418,18,5,5,0.9488297600664829,40
419,19,5,5,0.9488297600664829,40
420,20,5,5,0.9488297600664829,40
421,21,5,5,0.9488297600664829,40
422,22,5,5,0.9488297600664829,40
423,23,5,5,0.9488297600664829,40
424,24,5,5,0.9488297600664829,40
425,25,5,5,0.9488297600664829,40
426,26,5,5,0.9488297600664829,40
427,27,5,5,0.9488297600664829,40
428,28,5,5,0.9488297600664829,40
429,29,5,5,0.9488297600664829,40
430,30,5,5,0.9488297600664829,40
431,31,5,5,0.9488297600664829,40
432,32,5,5,0.9488297600664829,40
433,33,5,5,0.9488297600664829,40
434,34,5,5,0.9488297600664829,40
435,35,5,5,0.9488297600664829,40
436,36,5,5,0.9488297600664829,40
437,37,5,5,0.9488297600664829,40
438,38,5,5,0.9488297600664829,40
439,39,5,5,0.9488297600664829,40
440,40,5,5,0.9488297600664829,40
441,41,5,5,0.9488297600664829,40
442,42,5,5,0.9488297600664829,40
443,43,5,5,0.9488297600664829,40
444,44,5,5,0.9488297600664829,40
445,45,5,5,0.9488297600664829,40
446,46,5,5,0.9488297600664829,40
447,47,5,5,0.9488297600664829,40
448,48,5,5,0.9488297600664829,40
449,49,5,5,0.9488297600664829,40
450,50,5,5,0.9488297600664829,40
451,51,5,5,0.9488297600664829,40
452,52,5,5,0.9488297600664829,40
453,53,5,5,0.9488297600664829,40
454,54,5,5,0.9488297600664829,40
455,55,5,5,0.9488297600664829,40
456,56,5,5,0.9488297600664829,40
457,57,5,5,0.9488297600664829,40
458,58,5,5,0.9488297600664829,40
459,59,5,5,0.9488297600664829,40
460,60,5,5,0.9488297600664829,40
461,61,5,5,0.9488297600664829,40
462,62,5,5,0.9488297600664829,40
463,63,5,5,0.9488297600664829,40
464,64,5,5,0.9488297600664829,40
465,65,5,5,0.9488297600664829,40
466,66,5,5,0.9488297600664829,40
467,67,5,5,0.9488297600664829,40
468,68,5,5,0.9488297600664829,40
469,69,5,5,0.9488297600664829,40
470,70,5,5,0.9488297600664829,40
471,71,5,5,0.9488297600664829,40
472,72,5,5,0.9488297600664829,40
473,73,5,5,0.9488297600664829,40
474,74,5,5,0.9488297600664829,40
475,75,5,5,0.9488297600664829,40
476,76,5,5,0.9488297600664829,40
477,77,5,5,0.9488297600664829,40
478,78,5,5,0.9488297600664829,40
479,79,5,5,0.9488297600664829,40
480,80,5,5,0.9488297600664829,40
481,81,5,5,0.9488297600664829,40
482,82,5,5,0.9488297600664829,40
483,83,5,5,0.9488297600664829,40
484,84,5,5,0.9488297600664829,40
485,85,5,5,0.9488297600664829,40
486,86,5,5,0.9488297600664829,40
487,87,5,5,0.9488297600664829,40
488,88,5,5,0.9488297600664829,40
489,89,5,5,0.9488297600664829,40
490,90,5,5,0.9488297600664829,40
491,91,5,5,0.9488297600664829,40
492,92,5,5,0.9488297600664829,40
493,93,5,5,0.9488297600664829,40
494,94,5,5,0.9488297600664829,40
495,95,5,5,0.9488297600664829,40
496,96,5,5,0.9488297600664829,40
497,97,5,5,0.9488297600664829,40
498,98,5,5,0.9488297600664829,40
499,99,5,5,0.9488297600664829,40
500,0,5,6,,40
501,1,5,6,,40
502,2,5,6,,40
503,3,5,6,,40
504,4,5,6,,40
505,5,5,6,,40
506,6,5,6,,40
507,7,5,6,,40
508,8,5,6,,40
509,9,5,6,,40
510,10,5,6,,40
511,11,5,6,,40
512,12,5,6,,40
513,13,5,6,,40
514,14,5,6,,40
515,15,5,6,,40
516,16,5,6,,40
517,17,5,6,,40
518,18,5,6,,40
519,19,5,6,,40
520,20,5,6,,40
521,21,5,6,,40
522,22,5,6,,40
523,23,5,6,,40
524,24,5,6,,40
525,25,5,6,,40
526,26,5,6,,40
527,27,5,6,,40
528,28,5,6,,40
529,29,5,6,,40
530,30,5,6,,40
531,31,5,6,,40
532,32,5,6,,40
533,33,5,6,,40
534,34,5,6,,40
535,35,5,6,,40
536,36,5,6,,40
537,37,5,6,,40
538,38,5,6,,40
539,39,5,6,,40
540,40,5,6,,40
541,41,5,6,,40
542,42,5,6,,40
543,43,5,6,,40
544,44,5,6,,40
545,45,5,6,,40
546,46,5,6,,40
547,47,5,6,,40
548,48,5,6,,40
549,49,5,6,,40
550,50,5,6,,40
551,51,5,6,,40
552,52,5,6,,40
553,53,5,6,,40
554,54,5,6,,40
555,55,5,6,,40
556,56,5,6,,40
557,57,5,6,,40
558,58,5,6,,40
559,59,5,6,,40
560,60,5,6,,40
561,61,5,6,,40
562,62,5,6,,40
563,63,5,6,,40
564,64,5,6,,40
565,65,5,6,,40
566,66,5,6,,40
567,67,5,6,,40
568,68,5,6,,40
569,69,5,6,,40
570,70,5,6,,40
571,71,5,6,,40
572,72,5,6,,40
573,73,5,6,,40
574,74,5,6,,40
575,75,5,6,,40
576,76,5,6,,40
577,77,5,6,,40
578,78,5,6,,40
579,79,5,6,,40
580,80,5,6,,40
581,81,5,6,,40
582,82,5,6,,40
583,83,5,6,,40
584,84,5,6,,40
585,85,5,6,,40
586,86,5,6,,40
587,87,5,6,,40
588,88,5,6,,40
589,89,5,6,,40
590,90,5,6,,40
591,91,5,6,,40
592,92,5,6,,40
593,93,5,6,,40
594,94,5,6,,40
595,95,5,6,,40
596,96,5,6,,40
597,97,5,6,,40
598,98,5,6,,40
599,99,5,6,,40
600,0,5,7,,40
601,1,5,7,,40
602,2,5,7,,40
603,3,5,7,,40
604,4,5,7,,40
605,5,5,7,,40
606,6,5,7,,40
607,7,5,7,,40
608,8,5,7,,40
609,9,5,7,,40
610,10,5,7,,40
611,11,5,7,,40
612,12,5,7,,40
613,13,5,7,,40
614,14,5,7,,40
615,15,5,7,,40
616,16,5,7,,40
617,17,5,7,,40
618,18,5,7,,40
619,19,5,7,,40
620,20,5,7,,40
621,21,5,7,,40
622,22,5,7,,40
623,23,5,7,,40
624,24,5,7,,40
625,25,5,7,,40
626,26,5,7,,40
627,27,5,7,,40
628,28,5,7,,40
629,29,5,7,,40
630,30,5,7,,40
631,31,5,7,,40
632,32,5,7,,40
633,33,5,7,,40
634,34,5,7,,40
635,35,5,7,,40
636,36,5,7,,40
637,37,5,7,,40
638,38,5,7,,40
639,39,5,7,,40
640,40,5,7,,40
641,41,5,7,,40
642,42,5,7,,40
643,43,5,7,,40
644,44,5,7,,40
645,45,5,7,,40
646,46,5,7,,40
647,47,5,7,,40
648,48,5,7,,40
649,49,5,7,,40
650,50,5,7,,40
651,51,5,7,,40
652,52,5,7,,40
653,53,5,7,,40
654,54,5,7,,40
655,55,5,7,,40
656,56,5,7,,40
657,57,5,7,,40
658,58,5,7,,40
659,59,5,7,,40
660,60,5,7,,40
661,61,5,7,,40
662,62,5,7,,40
663,63,5,7,,40
664,64,5,7,,40
665,65,5,7,,40
666,66,5,7,,40
667,67,5,7,,40
668,68,5,7,,40
669,69,5,7,,40
670,70,5,7,,40
671,71,5,7,,40
672,72,5,7,,40
673,73,5,7,,40
674,74,5,7,,40
675,75,5,7,,40
676,76,5,7,,40
677,77,5,7,,40
678,78,5,7,,40
679,79,5,7,,40
680,80,5,7,,40
681,81,5,7,,40
682,82,5,7,,40
683,83,5,7,,40
684,84,5,7,,40
685,85,5,7,,40
686,86,5,7,,40
687,87,5,7,,40
688,88,5,7,,40
689,89,5,7,,40
690,90,5,7,,40
691,91,5,7,,40
692,92,5,7,,40
693,93,5,7,,40
694,94,5,7,,40
695,95,5,7,,40
696,96,5,7,,40
697,97,5,7,,40
698,98,5,7,,40
699,99,5,7,,40
700,0,5,8,,40
701,1,5,8,,40
702,2,5,8,,40
703,3,5,8,,40
704,4,5,8,,40
705,5,5,8,,40
706,6,5,8,,40
707,7,5,8,,40
708,8,5,8,,40
709,9,5,8,,40
710,10,5,8,,40
711,11,5,8,,40
712,12,5,8,,40
713,13,5,8,,40
714,14,5,8,,40
715,15,5,8,,40
716,16,5,8,,40
717,17,5,8,,40
718,18,5,8,,40
719,19,5,8,,40
720,20,5,8,,40
721,21,5,8,,40
722,22,5,8,,40
723,23,5,8,,40
724,24,5,8,,40
725,25,5,8,,40
726,26,5,8,,40
727,27,5,8,,40
728,28,5,8,,40
729,29,5,8,,40
730,30,5,8,,40
731,31,5,8,,40
732,32,5,8,,40
733,33,5,8,,40
734,34,5,8,,40
735,35,5,8,,40
736,36,5,8,,40
737,37,5,8,,40
738,38,5,8,,40
739,39,5,8,,40
740,40,5,8,,40
741,41,5,8,,40
742,42,5,8,,40
743,43,5,8,,40
744,44,5,8,,40
745,45,5,8,,40
746,46,5,8,,40
747,47,5,8,,40
748,48,5,8,,40
749,49,5,8,,40
750,50,5,8,,40
751,51,5,8,,40
752,52,5,8,,40
753,53,5,8,,40
754,54,5,8,,40
755,55,5,8,,40
756,56,5,8,,40
757,57,5,8,,40
758,58,5,8,,40
759,59,5,8,,40
760,60,5,8,,40
761,61,5,8,,40
762,62,5,8,,40
763,63,5,8,,40
764,64,5,8,,40
765,65,5,8,,40
766,66,5,8,,40
767,67,5,8,,40
768,68,5,8,,40
769,69,5,8,,40
770,70,5,8,,40
771,71,5,8,,40
772,72,5,8,,40
773,73,5,8,,40
774,74,5,8,,40
775,75,5,8,,40
776,76,5,8,,40
777,77,5,8,,40
778,78,5,8,,40
779,79,5,8,,40
780,80,5,8,,40
781,81,5,8,,40
782,82,5,8,,40
783,83,5,8,,40
784,84,5,8,,40
785,85,5,8,,40
786,86,5,8,,40
787,87,5,8,,40
788,88,5,8,,40
789,89,5,8,,40
790,90,5,8,,40
791,91,5,8,,40
792,92,5,8,,40
793,93,5,8,,40
794,94,5,8,,40
795,95,5,8,,40
796,96,5,8,,40
797,97,5,8,,40
798,98,5,8,,40
799,99,5,8,,40
800,0,5,9,,40
801,1,5,9,,40
802,2,5,9,,40
803,3,5,9,,40
804,4,5,9,,40
805,5,5,9,,40
806,6,5,9,,40
807,7,5,9,,40
808,8,5,9,,40
809,9,5,9,,40
810,10,5,9,,40
811,11,5,9,,40
812,12,5,9,,40
813,13,5,9,,40
814,14,5,9,,40
815,15,5,9,,40
816,16,5,9,,40
817,17,5,9,,40
818,18,5,9,,40
819,19,5,9,,40
820,20,5,9,,40
821,21,5,9,,40
822,22,5,9,,40
823,23,5,9,,40
824,24,5,9,,40
825,25,5,9,,40
826,26,5,9,,40
827,27,5,9,,40
828,28,5,9,,40
829,29,5,9,,40
830,30,5,9,,40
831,31,5,9,,40
832,32,5,9,,40
833,33,5,9,,40
834,34,5,9,,40
835,35,5,9,,40
836,36,5,9,,40
837,37,5,9,,40
838,38,5,9,,40
839,39,5,9,,40
840,40,5,9,,40
841,41,5,9,,40
842,42,5,9,,40
843,43,5,9,,40
844,44,5,9,,40
845,45,5,9,,40
846,46,5,9,,40
847,47,5,9,,40
848,48,5,9,,40
849,49,5,9,,40
850,50,5,9,,40
851,51,5,9,,40
852,52,5,9,,40
853,53,5,9,,40
854,54,5,9,,40
855,55,5,9,,40
856,56,5,9,,40
857,57,5,9,,40
858,58,5,9,,40
859,59,5,9,,40
860,60,5,9,,40
861,61,5,9,,40
862,62,5,9,,40
863,63,5,9,,40
864,64,5,9,,40
865,65,5,9,,40
866,66,5,9,,40
867,67,5,9,,40
868,68,5,9,,40
869,69,5,9,,40
870,70,5,9,,40
871,71,5,9,,40
872,72,5,9,,40
873,73,5,9,,40
874,74,5,9,,40
875,75,5,9,,40
876,76,5,9,,40
877,77,5,9,,40
878,78,5,9,,40
879,79,5,9,,40
880,80,5,9,,40
881,81,5,9,,40
882,82,5,9,,40
883,83,5,9,,40
884,84,5,9,,40
885,85,5,9,,40
886,86,5,9,,40
887,87,5,9,,40
888,88,5,9,,40
889,89,5,9,,40
890,90,5,9,,40
891,91,5,9,,40
892,92,5,9,,40
893,93,5,9,,40
894,94,5,9,,40
895,95,5,9,,40
896,96,5,9,,40
897,97,5,9,,40
898,98,5,9,,40
899,99,5,9,,40
900,0,5,10,,40
901,1,5,10,,40
902,2,5,10,,40
903,3,5,10,,40
904,4,5,10,,40
905,5,5,10,,40
906,6,5,10,,40
907,7,5,10,,40
