,Fragment,class,count,msum,n_pcr,perc,mut_sum,mut_avg,tot_mut,perc_mutations,pcr_set,More_than_4,More_than_9,n,>4,>9,nclones_pcr,nclones,nclones_bp
756,F13,GOOD,22203,35222,11,63.037306229061386,518,20.72,525.0,98.66666666666669,23,524,521,524,100.0,99.42748091603052,5000.0,55000.0,733
757,F43,GOOD,18719,56622,11,33.059588145950336,373,20.72222222222222,378.0,98.67724867724868,23,374,373,376,99.46808510638296,99.20212765957449,7500.0,82500.0,1618
758,F13,GOOD,22203,35222,12,63.037306229061386,518,20.72,525.0,98.66666666666669,23,524,521,524,100.0,99.42748091603052,5000.0,60000.0,800
759,F43,GOOD,18257,57707,12,31.63740967300328,373,20.72222222222222,378.0,98.67724867724868,23,375,373,376,99.7340425531915,99.20212765957449,7500.0,90000.0,1765
760,F13,GOOD,22935,37184,13,61.67975473321859,518,20.72,525.0,98.66666666666669,23,524,521,524,100.0,99.42748091603052,5000.0,65000.0,867
761,F43,GOOD,17560,59061,13,29.73197202891925,373,20.72222222222222,378.0,98.67724867724868,23,375,373,376,99.7340425531915,99.20212765957449,7500.0,97500.0,1912
762,F13,GOOD,23408,38578,14,60.67706983254705,518,20.72,525.0,98.66666666666669,23,524,521,524,100.0,99.42748091603052,5000.0,70000.0,933
763,F43,GOOD,16680,60722,14,27.46945094035111,373,20.72222222222222,378.0,98.67724867724868,23,375,373,376,99.7340425531915,99.20212765957449,7500.0,105000.0,2059
764,F13,GOOD,24898,42897,15,58.04135487330117,518,20.72,525.0,98.66666666666669,23,524,522,524,100.0,99.61832061068702,5000.0,75000.0,1000
765,F43,GOOD,16064,61667,15,26.04958892114097,373,20.72222222222222,378.0,98.67724867724868,23,375,373,377,99.46949602122017,98.93899204244032,7500.0,112500.0,2206
766,F13,GOOD,25521,45010,16,56.70073317040658,518,20.72,525.0,98.66666666666669,23,524,522,524,100.0,99.61832061068702,5000.0,80000.0,1067
767,F43,GOOD,15924,61828,16,25.75532121368959,373,20.72222222222222,378.0,98.67724867724868,23,375,373,377,99.46949602122017,98.93899204244032,7500.0,120000.0,2353
768,F13,GOOD,3356,4167,1,80.53755699544037,510,20.4,525.0,97.14285714285714,24,364,168,512,71.09375,32.8125,5000.0,5000.0,67
769,F43,GOOD,9474,11611,1,81.59503918697787,373,20.72222222222222,378.0,98.67724867724868,24,371,337,373,99.46380697050938,90.3485254691689,7500.0,7500.0,147
770,F13,GOOD,5855,7501,2,78.0562591654446,517,20.68,525.0,98.47619047619048,24,482,336,522,92.33716475095784,64.36781609195403,5000.0,10000.0,133
771,F43,GOOD,16346,22996,2,71.08192729170291,373,20.72222222222222,378.0,98.67724867724868,24,373,373,375,99.46666666666668,99.46666666666668,7500.0,15000.0,294
772,F13,GOOD,9113,11877,3,76.72812999915803,518,20.72,525.0,98.66666666666669,24,512,463,524,97.70992366412212,88.35877862595419,5000.0,15000.0,200
773,F43,GOOD,16985,24239,3,70.07302281447254,373,20.72222222222222,378.0,98.67724867724868,24,373,373,375,99.46666666666668,99.46666666666668,7500.0,22500.0,441
774,F13,GOOD,15675,22157,4,70.74513697702758,518,20.72,525.0,98.66666666666669,24,521,516,524,99.42748091603052,98.47328244274809,5000.0,20000.0,267
775,F43,GOOD,19275,30098,4,64.04080005315967,373,20.72222222222222,378.0,98.67724867724868,24,373,373,375,99.46666666666668,99.46666666666668,7500.0,30000.0,588
776,F13,GOOD,17406,25198,5,69.07691086594174,518,20.72,525.0,98.66666666666669,24,523,518,524,99.80916030534353,98.85496183206108,5000.0,25000.0,333
777,F43,GOOD,21186,37865,5,55.951406311897536,373,20.72222222222222,378.0,98.67724867724868,24,373,373,375,99.46666666666668,99.46666666666668,7500.0,37500.0,735
778,F13,GOOD,17406,25199,6,69.07416960990516,518,20.72,525.0,98.66666666666669,24,523,518,524,99.80916030534353,98.85496183206108,5000.0,30000.0,400
779,F43,GOOD,21833,43108,6,50.647211654449286,373,20.72222222222222,378.0,98.67724867724868,24,373,373,375,99.46666666666668,99.46666666666668,7500.0,45000.0,882
780,F13,GOOD,17408,25201,7,69.07662394349431,518,20.72,525.0,98.66666666666669,24,523,518,524,99.80916030534353,98.85496183206108,5000.0,35000.0,467
781,F43,GOOD,21597,45620,7,47.34107847435335,373,20.72222222222222,378.0,98.67724867724868,24,373,373,375,99.46666666666668,99.46666666666668,7500.0,52500.0,1029
782,F13,GOOD,20494,31215,8,65.65433285279512,518,20.72,525.0,98.66666666666669,24,524,519,524,100.0,99.04580152671755,5000.0,40000.0,533
783,F43,GOOD,21206,48357,8,43.85300990549455,373,20.72222222222222,378.0,98.67724867724868,24,374,373,376,99.46808510638296,99.20212765957449,7500.0,60000.0,1176
784,F13,GOOD,21167,32673,9,64.78437853885471,518,20.72,525.0,98.66666666666669,24,524,520,524,100.0,99.23664122137404,5000.0,45000.0,600
785,F43,GOOD,20828,50950,9,40.8792934249264,373,20.72222222222222,378.0,98.67724867724868,24,374,373,376,99.46808510638296,99.20212765957449,7500.0,67500.0,1324
786,F13,GOOD,22760,36783,10,61.8764102982356,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,50000.0,667
787,F43,GOOD,20407,52511,10,38.86233360629202,373,20.72222222222222,378.0,98.67724867724868,24,374,373,376,99.46808510638296,99.20212765957449,7500.0,75000.0,1471
788,F13,GOOD,22760,36784,11,61.87472814267073,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,55000.0,733
789,F43,GOOD,20021,53663,11,37.308760225853945,373,20.72222222222222,378.0,98.67724867724868,24,374,373,377,99.20424403183024,98.93899204244032,7500.0,82500.0,1618
790,F13,GOOD,23541,38832,12,60.622682323856615,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,60000.0,800
791,F43,GOOD,18845,56619,12,33.2838799696215,373,20.72222222222222,378.0,98.67724867724868,24,374,373,377,99.20424403183024,98.93899204244032,7500.0,90000.0,1765
792,F13,GOOD,23895,39856,13,59.95333199518266,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,65000.0,867
793,F43,GOOD,17868,58537,13,30.52428378632318,373,20.72222222222222,378.0,98.67724867724868,24,374,373,377,99.20424403183024,98.93899204244032,7500.0,97500.0,1912
794,F13,GOOD,24618,41982,14,58.63941689295413,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,70000.0,933
795,F43,GOOD,17568,59103,14,29.724379473123197,373,20.72222222222222,378.0,98.67724867724868,24,374,373,377,99.20424403183024,98.93899204244032,7500.0,105000.0,2059
796,F13,GOOD,25308,44059,15,57.44115844662838,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,75000.0,1000
797,F43,GOOD,16819,60394,15,27.848792926449644,373,20.72222222222222,378.0,98.67724867724868,24,375,373,377,99.46949602122017,98.93899204244032,7500.0,112500.0,2206
798,F13,GOOD,25521,45010,16,56.70073317040658,518,20.72,525.0,98.66666666666669,24,524,522,524,100.0,99.61832061068702,5000.0,80000.0,1067
799,F43,GOOD,15924,61828,16,25.75532121368959,373,20.72222222222222,378.0,98.67724867724868,24,375,373,377,99.46949602122017,98.93899204244032,7500.0,120000.0,2353
800,F13,GOOD,2459,3027,1,81.23554674595309,501,20.04,525.0,95.42857142857144,25,278,102,505,55.049504950495056,20.1980198019802,5000.0,5000.0,67
801,F43,GOOD,9453,11602,1,81.47733149456991,373,20.72222222222222,378.0,98.67724867724868,25,371,344,373,99.46380697050938,92.22520107238606,7500.0,7500.0,147
802,F13,GOOD,5720,7174,2,79.73236688040146,516,20.64,525.0,98.28571428571428,25,475,321,521,91.17082533589252,61.61228406909789,5000.0,10000.0,133
803,F43,GOOD,16263,22696,2,71.65579837856892,373,20.72222222222222,378.0,98.67724867724868,25,373,373,374,99.73262032085562,99.73262032085562,7500.0,15000.0,294
804,F13,GOOD,12296,16418,3,74.89340967231087,518,20.72,525.0,98.66666666666669,25,518,505,524,98.85496183206108,96.37404580152672,5000.0,15000.0,200
805,F43,GOOD,18797,28517,3,65.91506820493039,373,20.72222222222222,378.0,98.67724867724868,25,373,373,374,99.73262032085562,99.73262032085562,7500.0,22500.0,441
806,F13,GOOD,13959,19156,4,72.87011902276049,518,20.72,525.0,98.66666666666669,25,521,509,524,99.42748091603052,97.13740458015268,5000.0,20000.0,267
807,F43,GOOD,20279,33981,4,59.67746681969336,373,20.72222222222222,378.0,98.67724867724868,25,373,373,374,99.73262032085562,99.73262032085562,7500.0,30000.0,588
808,F13,GOOD,13962,19161,5,72.86676060748395,518,20.72,525.0,98.66666666666669,25,521,509,524,99.42748091603052,97.13740458015268,5000.0,25000.0,333
809,F43,GOOD,21098,38582,5,54.68353118034317,373,20.72222222222222,378.0,98.67724867724868,25,373,373,375,99.46666666666668,99.46666666666668,7500.0,37500.0,735
810,F13,GOOD,15708,22173,6,70.84291706129076,518,20.72,525.0,98.66666666666669,25,521,512,524,99.42748091603052,97.70992366412212,5000.0,30000.0,400
811,F43,GOOD,21501,43880,6,48.99954421148587,373,20.72222222222222,378.0,98.67724867724868,25,373,373,375,99.46666666666668,99.46666666666668,7500.0,45000.0,882
812,F13,GOOD,17723,25713,7,68.92622408898222,518,20.72,525.0,98.66666666666669,25,522,516,524,99.61832061068702,98.47328244274809,5000.0,35000.0,467
813,F43,GOOD,21445,45802,7,46.82109951530501,373,20.72222222222222,378.0,98.67724867724868,25,373,373,376,99.20212765957449,99.20212765957449,7500.0,52500.0,1029
814,F13,GOOD,17722,25714,8,68.91965466282959,518,20.72,525.0,98.66666666666669,25,522,516,524,99.61832061068702,98.47328244274809,5000.0,40000.0,533
815,F43,GOOD,21140,49239,8,42.93344706431893,373,20.72222222222222,378.0,98.67724867724868,25,373,373,376,99.20212765957449,99.20212765957449,7500.0,60000.0,1176
816,F13,GOOD,18873,28036,9,67.31702097303467,518,20.72,525.0,98.66666666666669,25,523,518,524,99.80916030534353,98.85496183206108,5000.0,45000.0,600
817,F43,GOOD,20484,51658,9,39.65310310116536,373,20.72222222222222,378.0,98.67724867724868,25,373,373,376,99.20212765957449,99.20212765957449,7500.0,67500.0,1324
818,F13,GOOD,18873,28036,10,67.31702097303467,518,20.72,525.0,98.66666666666669,25,523,518,524,99.80916030534353,98.85496183206108,5000.0,50000.0,667
819,F43,GOOD,20158,52890,10,38.11306485157875,373,20.72222222222222,378.0,98.67724867724868,25,373,373,376,99.20212765957449,99.20212765957449,7500.0,75000.0,1471
820,F13,GOOD,20465,31184,11,65.62660338635197,518,20.72,525.0,98.66666666666669,25,523,518,524,99.80916030534353,98.85496183206108,5000.0,55000.0,733
821,F43,GOOD,20041,53273,11,37.61943198243012,373,20.72222222222222,378.0,98.67724867724868,25,373,373,376,99.20212765957449,99.20212765957449,7500.0,82500.0,1618
822,F13,GOOD,21016,32385,12,64.89424116103135,518,20.72,525.0,98.66666666666669,25,523,518,524,99.80916030534353,98.85496183206108,5000.0,60000.0,800
823,F43,GOOD,19187,55697,12,34.44889311812126,373,20.72222222222222,378.0,98.67724867724868,25,373,373,376,99.20212765957449,99.20212765957449,7500.0,90000.0,1765
824,F13,GOOD,21877,34378,13,63.63662807609518,518,20.72,525.0,98.66666666666669,25,523,519,524,99.80916030534353,99.04580152671755,5000.0,65000.0,867
825,F43,GOOD,17951,58288,13,30.797076585231952,373,20.72222222222222,378.0,98.67724867724868,25,374,373,376,99.46808510638296,99.20212765957449,7500.0,97500.0,1912
826,F13,GOOD,24048,40119,14,59.94167352127421,518,20.72,525.0,98.66666666666669,25,524,521,524,100.0,99.42748091603052,5000.0,70000.0,933
827,F43,GOOD,17459,59366,14,29.409089377758317,373,20.72222222222222,378.0,98.67724867724868,25,375,373,376,99.7340425531915,99.20212765957449,7500.0,105000.0,2059
828,F13,GOOD,25308,44059,15,57.44115844662838,518,20.72,525.0,98.66666666666669,25,524,522,524,100.0,99.61832061068702,5000.0,75000.0,1000
829,F43,GOOD,16819,60394,15,27.848792926449644,373,20.72222222222222,378.0,98.67724867724868,25,375,373,377,99.46949602122017,98.93899204244032,7500.0,112500.0,2206
830,F13,GOOD,25521,45010,16,56.70073317040658,518,20.72,525.0,98.66666666666669,25,524,522,524,100.0,99.61832061068702,5000.0,80000.0,1067
831,F43,GOOD,15924,61828,16,25.75532121368959,373,20.72222222222222,378.0,98.67724867724868,25,375,373,377,99.46949602122017,98.93899204244032,7500.0,120000.0,2353
832,F13,GOOD,2459,3027,1,81.23554674595309,501,20.04,525.0,95.42857142857144,26,278,102,505,55.049504950495056,20.1980198019802,5000.0,5000.0,67
833,F43,GOOD,9453,11602,1,81.47733149456991,373,20.72222222222222,378.0,98.67724867724868,26,371,344,373,99.46380697050938,92.22520107238606,7500.0,7500.0,147
834,F13,GOOD,6133,7662,2,80.04437483685722,518,20.72,525.0,98.66666666666669,26,484,340,522,92.72030651340997,65.13409961685824,5000.0,10000.0,133
835,F43,GOOD,10628,13227,2,80.3507976109473,373,20.72222222222222,378.0,98.67724867724868,26,372,359,373,99.73190348525468,96.24664879356568,7500.0,15000.0,294
836,F13,GOOD,8427,10840,3,77.739852398524,518,20.72,525.0,98.66666666666669,26,509,438,523,97.32313575525812,83.74760994263862,5000.0,15000.0,200
837,F43,GOOD,16728,23772,3,70.36850075719335,373,20.72222222222222,378.0,98.67724867724868,26,373,373,376,99.20212765957449,99.20212765957449,7500.0,22500.0,441
838,F13,GOOD,11031,14551,4,75.80922273383273,518,20.72,525.0,98.66666666666669,26,516,492,524,98.47328244274809,93.89312977099236,5000.0,20000.0,267
839,F43,GOOD,19891,32004,4,62.151606049243846,373,20.72222222222222,378.0,98.67724867724868,26,373,373,376,99.20212765957449,99.20212765957449,7500.0,30000.0,588
840,F13,GOOD,13649,18535,5,73.6390612355004,518,20.72,525.0,98.66666666666669,26,517,508,524,98.66412213740458,96.94656488549616,5000.0,25000.0,333
841,F43,GOOD,20925,36168,5,57.855009953550095,373,20.72222222222222,378.0,98.67724867724868,26,373,373,376,99.20212765957449,99.20212765957449,7500.0,37500.0,735
842,F13,GOOD,17503,24942,6,70.1748055488734,518,20.72,525.0,98.66666666666669,26,522,517,524,99.61832061068702,98.66412213740458,5000.0,30000.0,400
843,F43,GOOD,21536,40274,6,53.473705119928496,373,20.72222222222222,378.0,98.67724867724868,26,373,373,377,98.93899204244032,98.93899204244032,7500.0,45000.0,882
844,F13,GOOD,18372,26683,7,68.85282764306862,518,20.72,525.0,98.66666666666669,26,523,517,524,99.80916030534353,98.66412213740458,5000.0,35000.0,467
845,F43,GOOD,21691,45483,7,47.690345843501966,373,20.72222222222222,378.0,98.67724867724868,26,373,373,377,98.93899204244032,98.93899204244032,7500.0,52500.0,1029
846,F13,GOOD,19178,28211,8,67.9805749530325,518,20.72,525.0,98.66666666666669,26,523,517,524,99.80916030534353,98.66412213740458,5000.0,40000.0,533
847,F43,GOOD,21276,49217,8,43.22896560131662,373,20.72222222222222,378.0,98.67724867724868,26,373,373,377,98.93899204244032,98.93899204244032,7500.0,60000.0,1176
848,F13,GOOD,22021,34347,9,64.11331411768131,518,20.72,525.0,98.66666666666669,26,524,519,524,100.0,99.04580152671755,5000.0,45000.0,600
849,F43,GOOD,20921,51131,9,40.916469460796776,373,20.72222222222222,378.0,98.67724867724868,26,373,373,377,98.93899204244032,98.93899204244032,7500.0,67500.0,1324
850,F13,GOOD,22738,36230,10,62.76014352746343,518,20.72,525.0,98.66666666666669,26,524,519,524,100.0,99.04580152671755,5000.0,50000.0,667
851,F43,GOOD,19835,54567,10,36.3498084923122,373,20.72222222222222,378.0,98.67724867724868,26,374,373,377,99.20424403183024,98.93899204244032,7500.0,75000.0,1471
852,F13,GOOD,22738,36230,11,62.76014352746343,518,20.72,525.0,98.66666666666669,26,524,519,524,100.0,99.04580152671755,5000.0,55000.0,733
853,F43,GOOD,19017,56409,11,33.71270541934798,373,20.72222222222222,378.0,98.67724867724868,26,374,373,377,99.20424403183024,98.93899204244032,7500.0,82500.0,1618
854,F13,GOOD,24700,41804,12,59.08525499952157,518,20.72,525.0,98.66666666666669,26,524,521,524,100.0,99.42748091603052,5000.0,60000.0,800
855,F43,GOOD,18448,57691,12,31.977258151184763,373,20.72222222222222,378.0,98.67724867724868,26,374,373,377,99.20424403183024,98.93899204244032,7500.0,90000.0,1765
856,F13,GOOD,24700,41804,13,59.08525499952157,518,20.72,525.0,98.66666666666669,26,524,521,524,100.0,99.42748091603052,5000.0,65000.0,867
857,F43,GOOD,17918,58790,13,30.47797244429325,373,20.72222222222222,378.0,98.67724867724868,26,374,373,377,99.20424403183024,98.93899204244032,7500.0,97500.0,1912
858,F13,GOOD,25177,43521,14,57.85023322074401,518,20.72,525.0,98.66666666666669,26,524,522,524,100.0,99.61832061068702,5000.0,70000.0,933
859,F43,GOOD,17186,59935,14,28.674397263702343,373,20.72222222222222,378.0,98.67724867724868,26,374,373,377,99.20424403183024,98.93899204244032,7500.0,105000.0,2059
860,F13,GOOD,25177,43521,15,57.85023322074401,518,20.72,525.0,98.66666666666669,26,524,522,524,100.0,99.61832061068702,5000.0,75000.0,1000
861,F43,GOOD,16733,60786,15,27.52772019872997,373,20.72222222222222,378.0,98.67724867724868,26,374,373,377,99.20424403183024,98.93899204244032,7500.0,112500.0,2206
862,F13,GOOD,25521,45010,16,56.70073317040658,518,20.72,525.0,98.66666666666669,26,524,522,524,100.0,99.61832061068702,5000.0,80000.0,1067
863,F43,GOOD,15924,61828,16,25.75532121368959,373,20.72222222222222,378.0,98.67724867724868,26,375,373,377,99.46949602122017,98.93899204244032,7500.0,120000.0,2353
864,F13,GOOD,7867,10082,1,78.03015274747074,518,20.72,525.0,98.66666666666669,27,501,440,523,95.79349904397706,84.13001912045888,5000.0,5000.0,67
865,F43,GOOD,8230,9749,1,84.41891476048825,372,20.666666666666668,378.0,98.4126984126984,27,362,322,372,97.31182795698923,86.55913978494624,7500.0,7500.0,147
866,F13,GOOD,9966,13145,2,75.81589958158996,518,20.72,525.0,98.66666666666669,27,512,483,524,97.70992366412212,92.17557251908396,5000.0,10000.0,133
867,F43,GOOD,15520,21140,2,73.41532639545885,373,20.72222222222222,378.0,98.67724867724868,27,373,370,376,99.20212765957449,98.40425531914892,7500.0,15000.0,294
868,F13,GOOD,11913,16129,3,73.86074772149544,518,20.72,525.0,98.66666666666669,27,517,499,524,98.66412213740458,95.22900763358778,5000.0,15000.0,200
869,F43,GOOD,19397,30186,3,64.25826542105611,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,22500.0,441
870,F13,GOOD,13370,18426,4,72.56051231954847,518,20.72,525.0,98.66666666666669,27,521,510,524,99.42748091603052,97.32824427480917,5000.0,20000.0,267
871,F43,GOOD,20769,35730,4,58.12762384550798,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,30000.0,588
872,F13,GOOD,15039,21199,5,70.94202556724373,518,20.72,525.0,98.66666666666669,27,523,513,524,99.80916030534353,97.90076335877863,5000.0,25000.0,333
873,F43,GOOD,21343,40374,5,52.8632288106207,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,37500.0,735
874,F13,GOOD,16840,24284,6,69.34607148739912,518,20.72,525.0,98.66666666666669,27,523,516,524,99.80916030534353,98.47328244274809,5000.0,30000.0,400
875,F43,GOOD,21455,44920,6,47.7626892252894,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,45000.0,882
876,F13,GOOD,17559,25636,7,68.49352473084724,518,20.72,525.0,98.66666666666669,27,523,517,524,99.80916030534353,98.66412213740458,5000.0,35000.0,467
877,F43,GOOD,21094,48695,7,43.31861587431975,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,52500.0,1029
878,F13,GOOD,19346,28935,8,66.860203905305,518,20.72,525.0,98.66666666666669,27,523,517,524,99.80916030534353,98.66412213740458,5000.0,40000.0,533
879,F43,GOOD,21027,49191,8,42.7456241995487,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,60000.0,1176
880,F13,GOOD,19348,28939,9,66.85787345796331,518,20.72,525.0,98.66666666666669,27,523,517,524,99.80916030534353,98.66412213740458,5000.0,45000.0,600
881,F43,GOOD,20472,51138,9,40.032852282060304,373,20.72222222222222,378.0,98.67724867724868,27,373,373,376,99.20212765957449,99.20212765957449,7500.0,67500.0,1324
882,F13,GOOD,22213,35285,10,62.9530962165226,518,20.72,525.0,98.66666666666669,27,524,521,524,100.0,99.42748091603052,5000.0,50000.0,667
883,F43,GOOD,19905,52978,10,37.57219978104119,373,20.72222222222222,378.0,98.67724867724868,27,374,373,376,99.46808510638296,99.20212765957449,7500.0,75000.0,1471
884,F13,GOOD,23335,38093,11,61.25797390596698,518,20.72,525.0,98.66666666666669,27,524,521,524,100.0,99.42748091603052,5000.0,55000.0,733
885,F43,GOOD,19649,53809,11,36.516196175361,373,20.72222222222222,378.0,98.67724867724868,27,374,373,376,99.46808510638296,99.20212765957449,7500.0,82500.0,1618
886,F13,GOOD,23763,39448,12,60.23879537619145,518,20.72,525.0,98.66666666666669,27,524,521,524,100.0,99.42748091603052,5000.0,60000.0,800
887,F43,GOOD,18937,56262,12,33.65859727702535,373,20.72222222222222,378.0,98.67724867724868,27,374,373,376,99.46808510638296,99.20212765957449,7500.0,90000.0,1765
888,F13,GOOD,23763,39448,13,60.23879537619145,518,20.72,525.0,98.66666666666669,27,524,521,524,100.0,99.42748091603052,5000.0,65000.0,867
889,F43,GOOD,18163,58173,13,31.22238839324085,373,20.72222222222222,378.0,98.67724867724868,27,375,373,376,99.7340425531915,99.20212765957449,7500.0,97500.0,1912
890,F13,GOOD,24341,41152,14,59.149008553654745,518,20.72,525.0,98.66666666666669,27,524,521,524,100.0,99.42748091603052,5000.0,70000.0,933
891,F43,GOOD,16982,60319,14,28.153649762098176,373,20.72222222222222,378.0,98.67724867724868,27,375,373,376,99.7340425531915,99.20212765957449,7500.0,105000.0,2059
892,F13,GOOD,25521,45010,15,56.70073317040658,518,20.72,525.0,98.66666666666669,27,524,522,524,100.0,99.61832061068702,5000.0,75000.0,1000
893,F43,GOOD,16376,61264,15,26.73021676677984,373,20.72222222222222,378.0,98.67724867724868,27,375,373,377,99.46949602122017,98.93899204244032,7500.0,112500.0,2206
894,F13,GOOD,25521,45010,16,56.70073317040658,518,20.72,525.0,98.66666666666669,27,524,522,524,100.0,99.61832061068702,5000.0,80000.0,1067
895,F43,GOOD,15924,61828,16,25.75532121368959,373,20.72222222222222,378.0,98.67724867724868,27,375,373,377,99.46949602122017,98.93899204244032,7500.0,120000.0,2353
896,F13,GOOD,3378,4183,1,80.75543868037293,507,20.28,525.0,96.57142857142856,28,354,159,510,69.41176470588235,31.176470588235293,5000.0,5000.0,67
897,F43,GOOD,13185,17157,1,76.84909949291834,373,20.72222222222222,378.0,98.67724867724868,28,373,369,374,99.73262032085562,98.66310160427808,7500.0,7500.0,147
898,F13,GOOD,3381,4188,2,80.73065902578797,507,20.28,525.0,96.57142857142856,28,354,159,510,69.41176470588235,31.176470588235293,5000.0,10000.0,133
899,F43,GOOD,18194,26745,2,68.02766872312583,373,20.72222222222222,378.0,98.67724867724868,28,373,373,374,99.73262032085562,99.73262032085562,7500.0,15000.0,294
900,F13,GOOD,6454,8138,3,79.30695502580487,517,20.68,525.0,98.47619047619048,28,494,351,521,94.8176583493282,67.37044145873321,5000.0,15000.0,200
901,F43,GOOD,20420,33090,3,61.710486551828346,373,20.72222222222222,378.0,98.67724867724868,28,373,373,375,99.46666666666668,99.46666666666668,7500.0,22500.0,441
902,F13,GOOD,8990,11713,4,76.75232647485699,518,20.72,525.0,98.66666666666669,28,513,460,523,98.08795411089864,87.95411089866157,5000.0,20000.0,267
903,F43,GOOD,21290,37660,4,56.53212958045671,373,20.72222222222222,378.0,98.67724867724868,28,373,373,375,99.46666666666668,99.46666666666668,7500.0,30000.0,588
904,F13,GOOD,14183,19491,5,72.76691806474783,518,20.72,525.0,98.66666666666669,28,519,510,524,99.04580152671755,97.32824427480917,5000.0,25000.0,333
905,F43,GOOD,21697,41614,5,52.138703320997735,373,20.72222222222222,378.0,98.67724867724868,28,373,373,376,99.20212765957449,99.20212765957449,7500.0,37500.0,735
906,F13,GOOD,15811,22259,6,71.03194213576532,518,20.72,525.0,98.66666666666669,28,520,515,524,99.23664122137404,98.2824427480916,5000.0,30000.0,400
907,F43,GOOD,21428,46982,6,45.6089566216849,373,20.72222222222222,378.0,98.67724867724868,28,374,373,376,99.46808510638296,99.20212765957449,7500.0,45000.0,882
908,F13,GOOD,15812,22262,7,71.02686191716828,518,20.72,525.0,98.66666666666669,28,520,515,524,99.23664122137404,98.2824427480916,5000.0,35000.0,467
909,F43,GOOD,20907,49562,7,42.18352770267544,373,20.72222222222222,378.0,98.67724867724868,28,374,373,376,99.46808510638296,99.20212765957449,7500.0,52500.0,1029
910,F13,GOOD,15814,22264,8,71.0294646065397,518,20.72,525.0,98.66666666666669,28,520,515,524,99.23664122137404,98.2824427480916,5000.0,40000.0,533
911,F43,GOOD,20638,50950,8,40.5063788027478,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,60000.0,1176
912,F13,GOOD,17260,24853,9,69.44835633525128,518,20.72,525.0,98.66666666666669,28,522,517,524,99.61832061068702,98.66412213740458,5000.0,45000.0,600
913,F43,GOOD,19855,53564,9,37.06780673586738,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,67500.0,1324
914,F13,GOOD,18900,27862,10,67.83432632258992,518,20.72,525.0,98.66666666666669,28,522,517,524,99.61832061068702,98.66412213740458,5000.0,50000.0,667
915,F43,GOOD,19743,53872,10,36.6479803979804,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,75000.0,1471
916,F13,GOOD,20224,30532,11,66.23870037992926,518,20.72,525.0,98.66666666666669,28,523,517,524,99.80916030534353,98.66412213740458,5000.0,55000.0,733
917,F43,GOOD,19454,54646,11,35.60004391904256,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,82500.0,1618
918,F13,GOOD,20842,31954,12,65.22501095324529,518,20.72,525.0,98.66666666666669,28,523,519,524,99.80916030534353,99.04580152671755,5000.0,60000.0,800
919,F43,GOOD,18774,56424,12,33.27307528711187,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,90000.0,1765
920,F13,GOOD,23239,37717,13,61.61412625606491,518,20.72,525.0,98.66666666666669,28,523,520,524,99.80916030534353,99.23664122137404,5000.0,65000.0,867
921,F43,GOOD,18266,57632,13,31.694197667962243,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,97500.0,1912
922,F13,GOOD,23624,38769,14,60.93528334494055,518,20.72,525.0,98.66666666666669,28,523,520,524,99.80916030534353,99.23664122137404,5000.0,70000.0,933
923,F43,GOOD,17332,59432,14,29.162740611118583,373,20.72222222222222,378.0,98.67724867724868,28,374,373,377,99.20424403183024,98.93899204244032,7500.0,105000.0,2059
924,F13,GOOD,25308,44059,15,57.44115844662838,518,20.72,525.0,98.66666666666669,28,524,522,524,100.0,99.61832061068702,5000.0,75000.0,1000
925,F43,GOOD,16819,60394,15,27.848792926449644,373,20.72222222222222,378.0,98.67724867724868,28,375,373,377,99.46949602122017,98.93899204244032,7500.0,112500.0,2206
