,iter,barcode_tot,n_barcodes,correlation,n_variants
89,89,,1,0.7924485246416132,493
90,90,,1,0.8330200155702325,493
91,91,,1,0.846149077743184,493
92,92,,1,0.844472760700926,493
93,93,,1,0.8205571262138309,493
94,94,,1,0.8250301862150129,493
95,95,,1,0.8315566847093605,493
96,96,,1,0.8459688901575526,493
97,97,,1,0.8284113412645946,493
98,98,,1,0.8287998390349026,493
99,99,,1,0.8253157453572378,493
100,0,,2,0.9091484214067933,493
101,1,,2,0.8901249355550769,493
102,2,,2,0.9097613715472687,493
103,3,,2,0.9135632532648239,493
104,4,,2,0.8948053921323069,493
105,5,,2,0.9042443679104736,493
106,6,,2,0.9056722370549237,493
107,7,,2,0.8918867867925604,493
108,8,,2,0.8965248628336636,493
109,9,,2,0.9163568969789202,493
110,10,,2,0.9028021378883372,493
111,11,,2,0.8966951170069075,493
112,12,,2,0.9000970277997988,493
113,13,,2,0.9101562833075281,493
114,14,,2,0.9024134669523005,493
115,15,,2,0.9000994723512099,493
116,16,,2,0.8997189803708202,493
117,17,,2,0.9067623738732834,493
118,18,,2,0.8929710069668393,493
119,19,,2,0.9020702638432074,493
120,20,,2,0.9070333718246473,493
121,21,,2,0.8914769977591113,493
122,22,,2,0.9016128226093929,493
123,23,,2,0.8940071762950825,493
124,24,,2,0.8941983326507241,493
125,25,,2,0.9009798977466382,493
126,26,,2,0.9000853288930195,493
127,27,,2,0.8990068373832483,493
128,28,,2,0.8968705890512464,493
129,29,,2,0.9065173285896948,493
130,30,,2,0.8777862035595322,493
131,31,,2,0.9022123532390821,493
132,32,,2,0.9074822306973521,493
133,33,,2,0.9083094821449408,493
134,34,,2,0.8940740068032589,493
135,35,,2,0.9051940223539259,493
136,36,,2,0.883766330309655,493
137,37,,2,0.9096182807150469,493
138,38,,2,0.8994817043305015,493
139,39,,2,0.9107626190709552,493
140,40,,2,0.9037160675920637,493
141,41,,2,0.8976263526006393,493
142,42,,2,0.9182811693343409,493
143,43,,2,0.90059952717393,493
144,44,,2,0.915375090758707,493
145,45,,2,0.8987062739643713,493
146,46,,2,0.9122824221374788,493
147,47,,2,0.9129344333702697,493
148,48,,2,0.9004431177269109,493
149,49,,2,0.9044509444498644,493
150,50,,2,0.9037649456991377,493
151,51,,2,0.9019825963270554,493
152,52,,2,0.8913735588322438,493
153,53,,2,0.909993972000612,493
154,54,,2,0.8980321492524226,493
155,55,,2,0.8932426309036604,493
156,56,,2,0.9139169077214034,493
157,57,,2,0.9140067032891869,493
158,58,,2,0.9043523376437815,493
159,59,,2,0.8984501993548033,493
160,60,,2,0.8909896804776853,493
161,61,,2,0.9061758236328972,493
162,62,,2,0.8891451518550872,493
163,63,,2,0.9040693438424765,493
164,64,,2,0.9006857627974043,493
165,65,,2,0.9012324690850196,493
166,66,,2,0.9142116987260549,493
167,67,,2,0.8997290445243074,493
168,68,,2,0.8975962431209071,493
169,69,,2,0.9028652590971806,493
170,70,,2,0.9039290472686633,493
171,71,,2,0.8888347660264836,493
172,72,,2,0.89680647572462,493
173,73,,2,0.8952841343663017,493
174,74,,2,0.8994639244025954,493
175,75,,2,0.9090486335375672,493
176,76,,2,0.9088314839339227,493
177,77,,2,0.8881256654155123,493
178,78,,2,0.9128966538143584,493
179,79,,2,0.8981460187910104,493
180,80,,2,0.9151555640731762,493
181,81,,2,0.9156036932024352,493
182,82,,2,0.8975421020057203,493
183,83,,2,0.8939961611408508,493
184,84,,2,0.8965588953494613,493
185,85,,2,0.8899329871818191,493
186,86,,2,0.8982875801857101,493
187,87,,2,0.9062365044110171,493
188,88,,2,0.8807244217694996,493
189,89,,2,0.9035091018389276,493
190,90,,2,0.8927787956173181,493
191,91,,2,0.9102794132994825,493
192,92,,2,0.876963670111856,493
193,93,,2,0.906895140729457,493
194,94,,2,0.8905339811696784,493
195,95,,2,0.892642214200967,493
196,96,,2,0.9055690284535393,493
197,97,,2,0.9061280324179349,493
198,98,,2,0.9007410823168104,493
199,99,,2,0.9048055716823518,493
200,0,,3,0.9461983130091058,493
201,1,,3,0.9444753935459234,493
202,2,,3,0.9336353794001253,493
203,3,,3,0.9420723638916352,493
204,4,,3,0.9426339184933283,493
205,5,,3,0.9400252690151586,493
206,6,,3,0.9223509067990593,493
207,7,,3,0.9404145202556219,493
208,8,,3,0.9318666043097621,493
209,9,,3,0.9497614714707572,493
210,10,,3,0.9313900208610009,493
211,11,,3,0.929576213388949,493
212,12,,3,0.9481877146272951,493
213,13,,3,0.935808693636645,493
214,14,,3,0.9316586931072481,493
215,15,,3,0.9247749077269275,493
216,16,,3,0.9297663268902163,493
217,17,,3,0.9233223257662999,493
218,18,,3,0.9244351986931075,493
219,19,,3,0.9218458208772253,493
220,20,,3,0.9299625820312185,493
221,21,,3,0.9365095295113672,493
222,22,,3,0.9309678179092459,493
223,23,,3,0.9436540495114983,493
224,24,,3,0.8977117347756612,493
225,25,,3,0.9230727940157498,493
226,26,,3,0.9415013247415553,493
227,27,,3,0.9329580454658108,493
228,28,,3,0.9320457620498135,493
229,29,,3,0.9284048404588531,493
230,30,,3,0.9324445994654488,493
231,31,,3,0.9329077297596332,493
232,32,,3,0.9410920940364476,493
233,33,,3,0.9173684781343502,493
234,34,,3,0.9377304539919733,493
235,35,,3,0.9492924686617841,493
236,36,,3,0.9439640198294362,493
237,37,,3,0.9145816001658515,493
238,38,,3,0.9319421899981102,493
239,39,,3,0.9198783548627706,493
240,40,,3,0.9229073941926146,493
241,41,,3,0.9364585173290965,493
242,42,,3,0.9356830815349867,493
243,43,,3,0.943766198732947,493
244,44,,3,0.9371661945386035,493
245,45,,3,0.9347204761228941,493
246,46,,3,0.9365365630240514,493
247,47,,3,0.9323457424765561,493
248,48,,3,0.9244821014105157,493
249,49,,3,0.9219218995716308,493
250,50,,3,0.9320976000572931,493
251,51,,3,0.9298762283781122,493
252,52,,3,0.9312698630702824,493
253,53,,3,0.9294510403999077,493
254,54,,3,0.9308563065550391,493
255,55,,3,0.93117198678789,493
256,56,,3,0.9431723544919725,493
257,57,,3,0.9392944589718621,493
258,58,,3,0.9328790796710354,493
259,59,,3,0.933651552968283,493
260,60,,3,0.9345225186137878,493
261,61,,3,0.9347116137093415,493
262,62,,3,0.9305620394305615,493
263,63,,3,0.9258017096274211,493
264,64,,3,0.9337442172989376,493
265,65,,3,0.9256820708491214,493
266,66,,3,0.9247178179010265,493
267,67,,3,0.9204151449346333,493
268,68,,3,0.9409062642220248,493
269,69,,3,0.9352239895208995,493
270,70,,3,0.9305439226696965,493
271,71,,3,0.9409237393345246,493
272,72,,3,0.9336049756935473,493
273,73,,3,0.9526910890685083,493
274,74,,3,0.9331550102780891,493
275,75,,3,0.9415683324965402,493
276,76,,3,0.9205553327967284,493
277,77,,3,0.938704409351052,493
278,78,,3,0.9428529046189406,493
279,79,,3,0.9230400399101238,493
280,80,,3,0.9399479267100487,493
281,81,,3,0.9387788041171362,493
282,82,,3,0.9334993975359978,493
283,83,,3,0.9354547422456516,493
284,84,,3,0.9252109229220686,493
285,85,,3,0.9284920971807306,493
286,86,,3,0.9511450545445742,493
287,87,,3,0.944478601937093,493
288,88,,3,0.9365687039739378,493
289,89,,3,0.9361148431618046,493
290,90,,3,0.9353571912417467,493
291,91,,3,0.929682305964618,493
292,92,,3,0.9419320361377961,493
293,93,,3,0.9387084608200872,493
294,94,,3,0.9229308053856521,493
295,95,,3,0.9411982127059406,493
296,96,,3,0.9367306905233062,493
297,97,,3,0.9368161388749421,493
298,98,,3,0.9466255418784718,493
299,99,,3,0.91792614348281,493
300,0,,4,0.9550156895537292,493
301,1,,4,0.9546835092889051,493
302,2,,4,0.9539340484589826,493
303,3,,4,0.9543705535457648,493
304,4,,4,0.9473264981362017,493
305,5,,4,0.9504849092183915,493
306,6,,4,0.9520601909632126,493
307,7,,4,0.9423865427564454,493
308,8,,4,0.9510260898423072,493
309,9,,4,0.9570375904478033,493
310,10,,4,0.9528266970391622,493
311,11,,4,0.9535032684658904,493
312,12,,4,0.9478351584810678,493
313,13,,4,0.95103933440771,493
314,14,,4,0.9459427306268863,493
315,15,,4,0.9501592552149786,493
316,16,,4,0.9466200709678662,493
317,17,,4,0.9513064610095231,493
318,18,,4,0.952188616953762,493
319,19,,4,0.9455635109013707,493
320,20,,4,0.9487939068134514,493
321,21,,4,0.9522872172844434,493
322,22,,4,0.9494146895166508,493
323,23,,4,0.9506741560052046,493
324,24,,4,0.9498352258316167,493
325,25,,4,0.9401965932519781,493
326,26,,4,0.9541105612586058,493
327,27,,4,0.9491055934430056,493
328,28,,4,0.9464903399759449,493
329,29,,4,0.9522688353354216,493
330,30,,4,0.9495478324633149,493
331,31,,4,0.9464562126262173,493
332,32,,4,0.9485340825481912,493
333,33,,4,0.9417849272261013,493
334,34,,4,0.9542566657174097,493
335,35,,4,0.9499308669500858,493
336,36,,4,0.9506644986561221,493
337,37,,4,0.9539492954305056,493
338,38,,4,0.9485146979894382,493
339,39,,4,0.9521569547528003,493
340,40,,4,0.9456470502958397,493
341,41,,4,0.9488912595152436,493
342,42,,4,0.9529668258078585,493
343,43,,4,0.9501017920515379,493
344,44,,4,0.9547015345543073,493
345,45,,4,0.9513983473010101,493
346,46,,4,0.944631372831349,493
347,47,,4,0.9519142654632312,493
348,48,,4,0.9501733003012186,493
349,49,,4,0.9498418275929263,493
350,50,,4,0.9509145010475845,493
351,51,,4,0.9475318631314225,493
352,52,,4,0.9473275800460056,493
353,53,,4,0.9433637411867355,493
354,54,,4,0.9581750500541282,493
355,55,,4,0.94636622974478,493
356,56,,4,0.9489800708131634,493
357,57,,4,0.9572182351662879,493
358,58,,4,0.9485181514909651,493
359,59,,4,0.9541946090039983,493
360,60,,4,0.9560705252149498,493
361,61,,4,0.9544668463408544,493
362,62,,4,0.9575600853198434,493
363,63,,4,0.9521595213331497,493
364,64,,4,0.9566827246807992,493
365,65,,4,0.9511414360687677,493
366,66,,4,0.954379644792245,493
367,67,,4,0.9580063814227763,493
368,68,,4,0.9582356574199327,493
369,69,,4,0.9506280874028284,493
370,70,,4,0.948706135959778,493
371,71,,4,0.9489296272538325,493
372,72,,4,0.9494440711998496,493
373,73,,4,0.9526543830783907,493
374,74,,4,0.9414744070885964,493
375,75,,4,0.9568893976889652,493
376,76,,4,0.9515637119177413,493
377,77,,4,0.9481075391412214,493
378,78,,4,0.949108452205216,493
379,79,,4,0.9528107785939389,493
380,80,,4,0.9483677730435324,493
381,81,,4,0.9495661982844794,493
382,82,,4,0.9464402378558824,493
383,83,,4,0.9483301709742907,493
384,84,,4,0.9559904030459737,493
385,85,,4,0.948445099062656,493
386,86,,4,0.9462454634330664,493
387,87,,4,0.9487434612100815,493
388,88,,4,0.9548299892544824,493
389,89,,4,0.9611841412175224,493
390,90,,4,0.9411029136033106,493
391,91,,4,0.9511083578614444,493
392,92,,4,0.9474973444077222,493
393,93,,4,0.9457177348132039,493
394,94,,4,0.9517138893071806,493
395,95,,4,0.9550528436878096,493
396,96,,4,0.9476662226015701,493
397,97,,4,0.9521877620594041,493
398,98,,4,0.9549459533039165,493
399,99,,4,0.948933507209142,493
400,0,,5,0.9497049357038313,493
401,1,,5,0.9550752175731451,493
402,2,,5,0.9506452739574901,493
403,3,,5,0.9484629926061059,493
404,4,,5,0.9549028038497948,493
405,5,,5,0.9555460143958937,493
406,6,,5,0.9462221976834707,493
407,7,,5,0.9538354071842844,493
408,8,,5,0.9431459222368762,493
409,9,,5,0.9485103334846409,493
410,10,,5,0.9539250430604221,493
411,11,,5,0.956254339748964,493
412,12,,5,0.958045049507683,493
413,13,,5,0.96178353713537,493
414,14,,5,0.9555940335653278,493
415,15,,5,0.9539806708733191,493
416,16,,5,0.9565214202511145,493
417,17,,5,0.9507829697763912,493
418,18,,5,0.9526784611147869,493
419,19,,5,0.9445959568635559,493
420,20,,5,0.9540834956534413,493
421,21,,5,0.9483171778556347,493
422,22,,5,0.9490441744942825,493
423,23,,5,0.9520313627424721,493
424,24,,5,0.9597270719233734,493
425,25,,5,0.9551829167415928,493
426,26,,5,0.9532664248772234,493
427,27,,5,0.9528211908095405,493
428,28,,5,0.9511198912397393,493
429,29,,5,0.9465893952319601,493
430,30,,5,0.9541124614410837,493
431,31,,5,0.9566086810823944,493
432,32,,5,0.9539406795934783,493
433,33,,5,0.9530820329372125,493
434,34,,5,0.9517112540111154,493
435,35,,5,0.9555464359567915,493
436,36,,5,0.9502646925960918,493
437,37,,5,0.9547490363419052,493
438,38,,5,0.9585083700358743,493
439,39,,5,0.9505039052867708,493
440,40,,5,0.9551125599675087,493
441,41,,5,0.9629955432244444,493
442,42,,5,0.9505839233762761,493
443,43,,5,0.9474670374571713,493
444,44,,5,0.9492978921517351,493
445,45,,5,0.9519773928624298,493
446,46,,5,0.9496482945843958,493
447,47,,5,0.9520472325774592,493
448,48,,5,0.950152751648705,493
449,49,,5,0.9590164642202292,493
450,50,,5,0.9488222038152677,493
451,51,,5,0.9541130270984897,493
452,52,,5,0.9524915118226915,493
453,53,,5,0.9446154838999321,493
454,54,,5,0.9548785510283865,493
455,55,,5,0.9509932212163994,493
456,56,,5,0.948820344217348,493
457,57,,5,0.9610036975337135,493
458,58,,5,0.9517626368079658,493
459,59,,5,0.9514901526797626,493
460,60,,5,0.959463849294898,493
461,61,,5,0.948143586887191,493
462,62,,5,0.956175257412278,493
463,63,,5,0.9580549999702413,493
464,64,,5,0.9479799215684463,493
465,65,,5,0.9520117770667577,493
466,66,,5,0.947319478496592,493
467,67,,5,0.9560537132996791,493
468,68,,5,0.9595323429265971,493
469,69,,5,0.9567899661461662,493
470,70,,5,0.9566190404536634,493
471,71,,5,0.9596119523941414,493
472,72,,5,0.9547825676619072,493
473,73,,5,0.9495798063132606,493
474,74,,5,0.9596158697084226,493
475,75,,5,0.9527968084123714,493
476,76,,5,0.9568839937756919,493
477,77,,5,0.951183576940815,493
478,78,,5,0.9521582820905468,493
479,79,,5,0.9461679725235078,493
480,80,,5,0.9601532025883345,493
481,81,,5,0.9581003984091293,493
482,82,,5,0.9485097021542568,493
483,83,,5,0.950051194829954,493
484,84,,5,0.9579551467999781,493
485,85,,5,0.9558085594737108,493
486,86,,5,0.9584364384423062,493
487,87,,5,0.9622092289978292,493
488,88,,5,0.958726068805161,493
489,89,,5,0.955165037726795,493
490,90,,5,0.9561195014769053,493
491,91,,5,0.9574697740885549,493
492,92,,5,0.9580521842538264,493
493,93,,5,0.9509219434749585,493
494,94,,5,0.9539745953057782,493
495,95,,5,0.9491065318081251,493
496,96,,5,0.9579972701505461,493
497,97,,5,0.9556947744430123,493
498,98,,5,0.9470545699024617,493
499,99,,5,0.958690366534341,493
500,0,,6,0.9648570899337838,493
501,1,,6,0.9573843147961554,493
502,2,,6,0.9635893800303363,493
503,3,,6,0.9642416970090931,493
504,4,,6,0.9617231476886487,493
505,5,,6,0.9654175733998843,493
506,6,,6,0.9673280822204724,493
507,7,,6,0.9632673762054252,493
508,8,,6,0.9554876254734092,493
509,9,,6,0.9609806598752052,493
510,10,,6,0.9620476021154218,493
511,11,,6,0.961160453844127,493
512,12,,6,0.9615824067616964,493
513,13,,6,0.9572305715002591,493
514,14,,6,0.9608604981714255,493
515,15,,6,0.9647946133652862,493
516,16,,6,0.9623466718646446,493
517,17,,6,0.958996182937724,493
518,18,,6,0.9635458981456658,493
519,19,,6,0.9643560794585828,493
520,20,,6,0.9672631629472436,493
521,21,,6,0.9514329792667701,493
522,22,,6,0.95761805467017,493
523,23,,6,0.9693159249831674,493
524,24,,6,0.9605253804714521,493
525,25,,6,0.9620036825213107,493
526,26,,6,0.9598921007404858,493
527,27,,6,0.9621312155589361,493
528,28,,6,0.9622216985338193,493
529,29,,6,0.9624179693476961,493
530,30,,6,0.9651434223195517,493
531,31,,6,0.9595386288528799,493
532,32,,6,0.9678660026024237,493
533,33,,6,0.9633675736527969,493
534,34,,6,0.9658140322104853,493
535,35,,6,0.9609900371163415,493
536,36,,6,0.9613716100446196,493
537,37,,6,0.9640225392450344,493
538,38,,6,0.9644184422361902,493
539,39,,6,0.9608393845423454,493
540,40,,6,0.9576081054938952,493
541,41,,6,0.958479788814333,493
542,42,,6,0.962476725475183,493
543,43,,6,0.9644114744358138,493
544,44,,6,0.9665194943269635,493
545,45,,6,0.9576827073900444,493
546,46,,6,0.9635822566954906,493
547,47,,6,0.9637048893211881,493
548,48,,6,0.9630025636673561,493
549,49,,6,0.9611199173387385,493
550,50,,6,0.9608199213465964,493
551,51,,6,0.9542595282318933,493
552,52,,6,0.9563992677895663,493
553,53,,6,0.9623294246219376,493
554,54,,6,0.9534434124988759,493
555,55,,6,0.9576940280795667,493
556,56,,6,0.9638606990159861,493
557,57,,6,0.9657601768508118,493
558,58,,6,0.9678438748287034,493
559,59,,6,0.9634248391376048,493
560,60,,6,0.9572899985946116,493
561,61,,6,0.9610895714896371,493
562,62,,6,0.9660249003408701,493
563,63,,6,0.9618964642127191,493
564,64,,6,0.9635838871623326,493
565,65,,6,0.9604610685781689,493
566,66,,6,0.9618292919445874,493
567,67,,6,0.9641131226352179,493
568,68,,6,0.9660447815693834,493
569,69,,6,0.9628197814935624,493
570,70,,6,0.9567094093093,493
571,71,,6,0.965765817785886,493
572,72,,6,0.9619675749493232,493
573,73,,6,0.9598797374347668,493
574,74,,6,0.9570359000237182,493
575,75,,6,0.9577572183129935,493
576,76,,6,0.9667364580491415,493
577,77,,6,0.9582101317831624,493
578,78,,6,0.9637643822917535,493
579,79,,6,0.963846454631824,493
580,80,,6,0.9527169492233326,493
581,81,,6,0.961138038415381,493
582,82,,6,0.9631874376999141,493
583,83,,6,0.9570764818011567,493
584,84,,6,0.9582327457727395,493
585,85,,6,0.9553839391293107,493
586,86,,6,0.964179795084692,493
587,87,,6,0.9682427479546862,493
588,88,,6,0.9583144754871783,493
589,89,,6,0.953817506750324,493
590,90,,6,0.9573277090271759,493
591,91,,6,0.9592909596970239,493
592,92,,6,0.9594450526525286,493
593,93,,6,0.9591925832996796,493
594,94,,6,0.9617447838740825,493
595,95,,6,0.962345873012914,493
596,96,,6,0.9552875936129134,493
597,97,,6,0.9589627264172127,493
598,98,,6,0.9635513726905768,493
599,99,,6,0.9524230591833877,493
600,0,,7,0.9642040306820449,493
601,1,,7,0.9610339106067555,493
602,2,,7,0.9579320978797295,493
603,3,,7,0.9564306141395238,493
604,4,,7,0.9616918974230515,493
605,5,,7,0.9588245573422237,493
606,6,,7,0.9627943953607819,493
607,7,,7,0.9569878392758794,493
608,8,,7,0.963739179799311,493
609,9,,7,0.960044992739031,493
610,10,,7,0.9502275868806218,493
611,11,,7,0.9656278899698624,493
612,12,,7,0.9591157402643467,493
613,13,,7,0.960894292534426,493
614,14,,7,0.960271516483732,493
615,15,,7,0.9636194462788745,493
616,16,,7,0.9624606208379576,493
617,17,,7,0.9665422144876681,493
618,18,,7,0.966812072127876,493
619,19,,7,0.9555620920550016,493
620,20,,7,0.9579900378646716,493
621,21,,7,0.9485470018996667,493
622,22,,7,0.9570192953852131,493
623,23,,7,0.9594619665012872,493
624,24,,7,0.9621116788468936,493
625,25,,7,0.9660903201328755,493
626,26,,7,0.9588400191248619,493
627,27,,7,0.9660531721222326,493
628,28,,7,0.9568568842471729,493
629,29,,7,0.9548638705150025,493
630,30,,7,0.957697592829332,493
631,31,,7,0.9633232708992461,493
632,32,,7,0.9629404292976688,493
633,33,,7,0.9640697494628212,493
634,34,,7,0.9512539794143087,493
635,35,,7,0.9573786611693097,493
636,36,,7,0.9638401787041363,493
637,37,,7,0.9542551235309787,493
638,38,,7,0.9639328549413878,493
639,39,,7,0.966571558933535,493
640,40,,7,0.9640288469628031,493
641,41,,7,0.9664122933444315,493
642,42,,7,0.9629641590272626,493
643,43,,7,0.9647090790980848,493
644,44,,7,0.9544305444023851,493
645,45,,7,0.956597764964886,493
646,46,,7,0.964938911645639,493
647,47,,7,0.9581103719380637,493
648,48,,7,0.9529980918551412,493
649,49,,7,0.9611056432210656,493
650,50,,7,0.963107854885008,493
651,51,,7,0.9566558624776028,493
652,52,,7,0.9640245248037698,493
653,53,,7,0.9593286516592544,493
654,54,,7,0.9599268937660483,493
655,55,,7,0.9633668301590027,493
656,56,,7,0.9606208143184438,493
657,57,,7,0.957429542432026,493
658,58,,7,0.9565355116134433,493
659,59,,7,0.9586576024930415,493
660,60,,7,0.962045226240175,493
661,61,,7,0.9577455339661256,493
662,62,,7,0.960245723659005,493
663,63,,7,0.9587471592826814,493
664,64,,7,0.9604325455581417,493
665,65,,7,0.9503052056255931,493
666,66,,7,0.9617207973804475,493
667,67,,7,0.9562845693694653,493
668,68,,7,0.9599270699443918,493
669,69,,7,0.9591900118188983,493
670,70,,7,0.9645341202669968,493
671,71,,7,0.9591551332175479,493
672,72,,7,0.9560763172158754,493
673,73,,7,0.9636289607916816,493
674,74,,7,0.9615873287635898,493
675,75,,7,0.9611533126212617,493
676,76,,7,0.9612663968292138,493
677,77,,7,0.9570138782702569,493
678,78,,7,0.9568961710554054,493
679,79,,7,0.9565156378353512,493
680,80,,7,0.9684688193267701,493
681,81,,7,0.9624946429175161,493
682,82,,7,0.9619274316836872,493
683,83,,7,0.9589772341608648,493
684,84,,7,0.9602899945022798,493
685,85,,7,0.9561155681278196,493
686,86,,7,0.9684441291488586,493
687,87,,7,0.966156764633803,493
688,88,,7,0.9574904001374354,493
689,89,,7,0.9626847552586145,493
690,90,,7,0.9600572574502069,493
691,91,,7,0.961144573873624,493
692,92,,7,0.9640178499376311,493
693,93,,7,0.9626436681653764,493
694,94,,7,0.9546925090507009,493
695,95,,7,0.9638409263658984,493
696,96,,7,0.9578591771528902,493
697,97,,7,0.9603011319593712,493
698,98,,7,0.9651262283479967,493
699,99,,7,0.9596437359688822,493
700,0,,8,0.961682447929433,493
701,1,,8,0.9620335481112645,493
702,2,,8,0.9604378835926304,493
703,3,,8,0.9661265617446044,493
704,4,,8,0.9661575890940521,493
705,5,,8,0.9620978575506196,493
706,6,,8,0.9628069361997179,493
707,7,,8,0.9643252751594089,493
708,8,,8,0.9641953291411586,493
709,9,,8,0.9640457663079879,493
710,10,,8,0.9625394170986984,493
711,11,,8,0.9592592422304776,493
712,12,,8,0.9650063944374218,493
713,13,,8,0.9656211798593186,493
714,14,,8,0.9640747642068811,493
715,15,,8,0.9663138175634448,493
716,16,,8,0.965602433431789,493
717,17,,8,0.9681830286367386,493
718,18,,8,0.9690759260385539,493
719,19,,8,0.9628151614272961,493
720,20,,8,0.9640638795899221,493
721,21,,8,0.9676143357388176,493
722,22,,8,0.967535590444277,493
723,23,,8,0.9661359535538455,493
724,24,,8,0.9693282010898365,493
725,25,,8,0.960617933515079,493
726,26,,8,0.9679468313296935,493
727,27,,8,0.9592735345102479,493
728,28,,8,0.9639259466486464,493
729,29,,8,0.957449339070409,493
730,30,,8,0.9616988114034908,493
731,31,,8,0.9627610686343897,493
732,32,,8,0.9675180973591567,493
733,33,,8,0.9655395053449009,493
734,34,,8,0.9670098977190626,493
735,35,,8,0.9648460366143586,493
736,36,,8,0.9632972002480065,493
737,37,,8,0.9660123794753871,493
738,38,,8,0.9591361132091377,493
739,39,,8,0.9568365061113899,493
740,40,,8,0.9607058063550927,493
741,41,,8,0.9655318145439269,493
742,42,,8,0.9666312745749658,493
743,43,,8,0.9658849929894177,493
744,44,,8,0.9617765416893381,493
745,45,,8,0.9631802159855685,493
746,46,,8,0.9662779801177269,493
747,47,,8,0.9567544970003866,493
748,48,,8,0.9642278006955328,493
749,49,,8,0.965714837337719,493
750,50,,8,0.9655954092318222,493
751,51,,8,0.9589691463727096,493
752,52,,8,0.9586239463646865,493
753,53,,8,0.966180204261323,493
754,54,,8,0.9628951613989926,493
755,55,,8,0.9541093050347697,493
756,56,,8,0.960732330796766,493
757,57,,8,0.9707453004598935,493
758,58,,8,0.9693018871690119,493
759,59,,8,0.9645157519158963,493
760,60,,8,0.9571566469940938,493
761,61,,8,0.9576552565055094,493
762,62,,8,0.9614200094315904,493
763,63,,8,0.9634967294095214,493
764,64,,8,0.9637084870036214,493
765,65,,8,0.9672583894360756,493
766,66,,8,0.9662336115734806,493
767,67,,8,0.9646254118599796,493
768,68,,8,0.958181673462249,493
769,69,,8,0.9637748139191312,493
770,70,,8,0.9669707389709542,493
771,71,,8,0.961379569135004,493
772,72,,8,0.9573368004357445,493
773,73,,8,0.9659499544032407,493
774,74,,8,0.9621198511903377,493
775,75,,8,0.9643992588445947,493
776,76,,8,0.9626100009932911,493
777,77,,8,0.9686072589594455,493
778,78,,8,0.9649082426809299,493
